time_s,channel_MHz,signal_dBm,noise_dBm,SNR_dB,RandSeed,RunDateTime
0.120419,5210,-73.026483,-77.716735,4.690251,12345,09-Dec-2025_16-49
0.120419,5210,-77.770674,-89.978230,12.207556,12345,09-Dec-2025_16-49
0.120428,5210,-75.484873,-79.136933,3.652060,12345,09-Dec-2025_16-49
0.120428,5210,-78.608764,-81.186724,2.577960,12345,09-Dec-2025_16-49
0.120428,5210,-73.408475,-82.185254,8.776779,12345,09-Dec-2025_16-49
0.120428,5210,-75.563471,-78.134260,2.570790,12345,09-Dec-2025_16-49
0.120428,5210,-75.210452,-82.024964,6.814512,12345,09-Dec-2025_16-49
0.120621,5210,-73.542755,-74.111153,0.568399,12345,09-Dec-2025_16-49
0.120621,5210,-76.555265,-79.445905,2.890640,12345,09-Dec-2025_16-49
0.120621,5210,-74.831989,-79.516146,4.684157,12345,09-Dec-2025_16-49
0.120690,5210,-75.181179,-81.732287,6.551108,12345,09-Dec-2025_16-49
0.120693,5210,-74.855304,-93.965985,19.110681,12345,09-Dec-2025_16-49
0.120693,5210,-73.958587,-93.965985,20.007399,12345,09-Dec-2025_16-49
0.120859,5210,-75.223083,-79.756387,4.533304,12345,09-Dec-2025_16-49
0.120859,5210,-74.466979,-74.845538,0.378559,12345,09-Dec-2025_16-49
0.120859,5210,-74.142304,-74.859578,0.717274,12345,09-Dec-2025_16-49
0.120859,5210,-72.302743,-77.959298,5.656555,12345,09-Dec-2025_16-49
0.120859,5210,-71.269616,-72.002108,0.732492,12345,09-Dec-2025_16-49
0.120868,5210,-79.531600,-82.668740,3.137140,12345,09-Dec-2025_16-49
0.120892,5210,-72.709692,-93.965985,21.256293,12345,09-Dec-2025_16-49
0.120892,5210,-72.806475,-93.965985,21.159510,12345,09-Dec-2025_16-49
0.120931,5210,-81.880290,-93.965985,12.085695,12345,09-Dec-2025_16-49
0.120931,5210,-78.694811,-93.965985,15.271174,12345,09-Dec-2025_16-49
0.120931,5210,-81.094596,-93.965985,12.871390,12345,09-Dec-2025_16-49
0.120931,5210,-77.485175,-93.965985,16.480810,12345,09-Dec-2025_16-49
0.120931,5210,-79.285427,-93.965985,14.680559,12345,09-Dec-2025_16-49
0.120931,5210,-77.793147,-93.965985,16.172838,12345,09-Dec-2025_16-49
0.120931,5210,-80.684415,-93.965985,13.281570,12345,09-Dec-2025_16-49
0.120931,5210,-78.483776,-93.965985,15.482209,12345,09-Dec-2025_16-49
0.120991,5210,-76.036197,-93.965985,17.929788,12345,09-Dec-2025_16-49
0.120991,5210,-73.728736,-93.965985,20.237249,12345,09-Dec-2025_16-49
0.120991,5210,-81.485292,-93.965985,12.480693,12345,09-Dec-2025_16-49
0.120991,5210,-78.475843,-93.965985,15.490142,12345,09-Dec-2025_16-49
0.120991,5210,-76.403854,-93.965985,17.562131,12345,09-Dec-2025_16-49
0.120991,5210,-75.271477,-93.965985,18.694508,12345,09-Dec-2025_16-49
0.120991,5210,-72.508423,-93.965985,21.457562,12345,09-Dec-2025_16-49
0.120991,5210,-74.418600,-93.965985,19.547385,12345,09-Dec-2025_16-49
0.121059,5210,-75.587520,-93.965985,18.378465,12345,09-Dec-2025_16-49
0.121059,5210,-78.066603,-93.965985,15.899382,12345,09-Dec-2025_16-49
0.121059,5210,-81.473153,-93.965985,12.492832,12345,09-Dec-2025_16-49
0.121059,5210,-81.818940,-93.965985,12.147045,12345,09-Dec-2025_16-49
0.121059,5210,-79.675791,-93.965985,14.290194,12345,09-Dec-2025_16-49
0.121059,5210,-79.702317,-93.965985,14.263668,12345,09-Dec-2025_16-49
0.121059,5210,-79.828355,-93.965985,14.137630,12345,09-Dec-2025_16-49
0.121059,5210,-74.007772,-93.965985,19.958213,12345,09-Dec-2025_16-49
0.121059,5210,-77.568104,-93.965985,16.397881,12345,09-Dec-2025_16-49
0.121094,5210,-75.525884,-77.013186,1.487302,12345,09-Dec-2025_16-49
0.121094,5210,-73.771657,-77.246023,3.474366,12345,09-Dec-2025_16-49
0.121094,5210,-73.818227,-73.458119,-0.360108,12345,09-Dec-2025_16-49
0.121094,5210,-77.071784,-78.039962,0.968179,12345,09-Dec-2025_16-49
0.121094,5210,-77.725768,-77.592225,-0.133543,12345,09-Dec-2025_16-49
0.121094,5210,-73.792081,-75.803875,2.011794,12345,09-Dec-2025_16-49
0.121094,5210,-75.306602,-75.051479,-0.255123,12345,09-Dec-2025_16-49
0.121094,5210,-71.524186,-76.485628,4.961442,12345,09-Dec-2025_16-49
0.121094,5210,-70.125609,-75.122458,4.996849,12345,09-Dec-2025_16-49
0.121121,5210,-71.140517,-80.539403,9.398885,12345,09-Dec-2025_16-49
0.121121,5210,-73.140967,-71.786008,-1.354959,12345,09-Dec-2025_16-49
0.121154,5210,-72.616975,-93.965985,21.349010,12345,09-Dec-2025_16-49
0.121261,5210,-72.672046,-84.143628,11.471582,12345,09-Dec-2025_16-49
0.121317,5210,-75.476401,-93.965985,18.489584,12345,09-Dec-2025_16-49
0.121317,5210,-75.931941,-93.965985,18.034044,12345,09-Dec-2025_16-49
0.121377,5210,-78.307898,-84.008254,5.700356,12345,09-Dec-2025_16-49
0.121377,5210,-76.261011,-85.794954,9.533943,12345,09-Dec-2025_16-49
0.121377,5210,-74.462643,-83.308670,8.846028,12345,09-Dec-2025_16-49
0.121377,5210,-76.979591,-83.141717,6.162126,12345,09-Dec-2025_16-49
0.121412,5210,-76.421981,-93.965985,17.544005,12345,09-Dec-2025_16-49
0.121412,5210,-76.777666,-93.965985,17.188319,12345,09-Dec-2025_16-49
0.121412,5210,-72.642096,-93.965985,21.323889,12345,09-Dec-2025_16-49
0.121412,5210,-76.070976,-93.965985,17.895009,12345,09-Dec-2025_16-49
0.121412,5210,-77.440219,-93.965985,16.525766,12345,09-Dec-2025_16-49
0.121412,5210,-74.537507,-93.965985,19.428478,12345,09-Dec-2025_16-49
0.121412,5210,-77.451810,-93.965985,16.514175,12345,09-Dec-2025_16-49
0.121412,5210,-74.654881,-93.965985,19.311104,12345,09-Dec-2025_16-49
0.121412,5210,-79.569298,-93.965985,14.396687,12345,09-Dec-2025_16-49
0.121412,5210,-78.470666,-93.965985,15.495319,12345,09-Dec-2025_16-49
0.121412,5210,-76.946023,-93.965985,17.019962,12345,09-Dec-2025_16-49
0.121412,5210,-72.467800,-93.965985,21.498185,12345,09-Dec-2025_16-49
0.121412,5210,-79.744021,-93.965985,14.221964,12345,09-Dec-2025_16-49
0.121412,5210,-74.443994,-93.965985,19.521991,12345,09-Dec-2025_16-49
0.121412,5210,-74.270255,-93.965985,19.695730,12345,09-Dec-2025_16-49
0.121412,5210,-75.531490,-93.965985,18.434495,12345,09-Dec-2025_16-49
0.121412,5210,-74.248779,-93.965985,19.717206,12345,09-Dec-2025_16-49
0.121472,5210,-80.444015,-85.216552,4.772537,12345,09-Dec-2025_16-49
0.121472,5210,-78.253037,-82.290150,4.037113,12345,09-Dec-2025_16-49
0.121472,5210,-77.938732,-83.832796,5.894064,12345,09-Dec-2025_16-49
0.121472,5210,-80.937445,-86.724909,5.787464,12345,09-Dec-2025_16-49
0.121519,5210,-77.703857,-93.965985,16.262128,12345,09-Dec-2025_16-49
0.121519,5210,-75.298395,-93.965985,18.667590,12345,09-Dec-2025_16-49
0.121519,5210,-76.815971,-93.965985,17.150014,12345,09-Dec-2025_16-49
0.121519,5210,-73.978228,-93.965985,19.987758,12345,09-Dec-2025_16-49
0.121519,5210,-77.031159,-93.965985,16.934827,12345,09-Dec-2025_16-49
0.121519,5210,-71.290535,-93.965985,22.675450,12345,09-Dec-2025_16-49
0.121519,5210,-80.137698,-93.965985,13.828287,12345,09-Dec-2025_16-49
0.121519,5210,-73.335971,-93.965985,20.630014,12345,09-Dec-2025_16-49
0.121519,5210,-74.262933,-93.965985,19.703052,12345,09-Dec-2025_16-49
0.121579,5210,-76.214822,-93.965985,17.751164,12345,09-Dec-2025_16-49
0.121579,5210,-74.105924,-93.965985,19.860062,12345,09-Dec-2025_16-49
0.121579,5210,-76.166289,-93.965985,17.799697,12345,09-Dec-2025_16-49
0.121579,5210,-76.083714,-93.965985,17.882271,12345,09-Dec-2025_16-49
0.121579,5210,-75.198700,-93.965985,18.767286,12345,09-Dec-2025_16-49
0.121579,5210,-80.442957,-93.965985,13.523028,12345,09-Dec-2025_16-49
0.121597,5210,-73.739391,-75.869118,2.129727,12345,09-Dec-2025_16-49
0.121597,5210,-75.347141,-82.391226,7.044085,12345,09-Dec-2025_16-49
0.121597,5210,-74.976106,-82.464324,7.488217,12345,09-Dec-2025_16-49
0.121597,5210,-77.410772,-76.972567,-0.438205,12345,09-Dec-2025_16-49
0.121597,5210,-75.339805,-78.532643,3.192838,12345,09-Dec-2025_16-49
0.121597,5210,-72.674356,-77.278940,4.604584,12345,09-Dec-2025_16-49
0.121597,5210,-72.127577,-80.879485,8.751908,12345,09-Dec-2025_16-49
0.121647,5210,-81.047504,-93.965985,12.918481,12345,09-Dec-2025_16-49
0.121647,5210,-77.575805,-93.965985,16.390181,12345,09-Dec-2025_16-49
0.121647,5210,-80.430680,-93.965985,13.535306,12345,09-Dec-2025_16-49
0.121647,5210,-74.893319,-93.965985,19.072666,12345,09-Dec-2025_16-49
0.121647,5210,-76.408597,-93.965985,17.557388,12345,09-Dec-2025_16-49
0.121647,5210,-80.161185,-93.965985,13.804801,12345,09-Dec-2025_16-49
0.121647,5210,-73.986065,-93.965985,19.979921,12345,09-Dec-2025_16-49
0.121728,5210,-78.590703,-81.082528,2.491825,12345,09-Dec-2025_16-49
0.121728,5210,-74.537182,-76.875083,2.337901,12345,09-Dec-2025_16-49
0.121728,5210,-74.974004,-79.084172,4.110168,12345,09-Dec-2025_16-49
0.121728,5210,-75.533144,-75.191362,-0.341782,12345,09-Dec-2025_16-49
0.121728,5210,-73.235029,-79.332719,6.097690,12345,09-Dec-2025_16-49
0.121728,5210,-76.101960,-74.616245,-1.485715,12345,09-Dec-2025_16-49
0.121728,5210,-71.114721,-72.184205,1.069485,12345,09-Dec-2025_16-49
0.121728,5210,-77.078427,-80.754488,3.676061,12345,09-Dec-2025_16-49
0.121728,5210,-76.986406,-78.496530,1.510124,12345,09-Dec-2025_16-49
0.121844,5210,-75.257072,-77.892502,2.635430,12345,09-Dec-2025_16-49
0.121844,5210,-77.473038,-80.560455,3.087417,12345,09-Dec-2025_16-49
0.121844,5210,-77.915146,-82.518640,4.603494,12345,09-Dec-2025_16-49
0.121844,5210,-72.100069,-78.611521,6.511452,12345,09-Dec-2025_16-49
0.121858,5210,-73.970058,-80.843330,6.873272,12345,09-Dec-2025_16-49
0.121858,5210,-81.636771,-90.597508,8.960737,12345,09-Dec-2025_16-49
0.121914,5210,-72.305353,-79.244122,6.938769,12345,09-Dec-2025_16-49
0.121975,5210,-74.904140,-77.413423,2.509283,12345,09-Dec-2025_16-49
0.121975,5210,-77.527850,-79.374579,1.846729,12345,09-Dec-2025_16-49
0.121975,5210,-74.025503,-75.678523,1.653020,12345,09-Dec-2025_16-49
0.121975,5210,-75.695013,-81.527061,5.832047,12345,09-Dec-2025_16-49
0.121975,5210,-79.014119,-86.254313,7.240195,12345,09-Dec-2025_16-49
0.121975,5210,-75.788527,-77.912291,2.123765,12345,09-Dec-2025_16-49
0.121975,5210,-70.531962,-73.487094,2.955132,12345,09-Dec-2025_16-49
0.121975,5210,-73.742908,-84.950800,11.207892,12345,09-Dec-2025_16-49
0.122035,5210,-76.825481,-84.581999,7.756517,12345,09-Dec-2025_16-49
0.122035,5210,-73.083992,-84.665481,11.581489,12345,09-Dec-2025_16-49
0.122035,5210,-76.045379,-80.551371,4.505992,12345,09-Dec-2025_16-49
0.122035,5210,-73.452993,-79.717673,6.264680,12345,09-Dec-2025_16-49
0.122035,5210,-79.134102,-86.254313,7.120212,12345,09-Dec-2025_16-49
0.122035,5210,-75.131337,-83.049698,7.918361,12345,09-Dec-2025_16-49
0.122035,5210,-75.722418,-81.956961,6.234543,12345,09-Dec-2025_16-49
0.122035,5210,-74.689254,-79.020876,4.331623,12345,09-Dec-2025_16-49
0.122035,5210,-79.584516,-84.410118,4.825601,12345,09-Dec-2025_16-49
0.122035,5210,-74.822681,-79.101039,4.278357,12345,09-Dec-2025_16-49
0.122103,5210,-72.924323,-84.581999,11.657676,12345,09-Dec-2025_16-49
0.122103,5210,-74.985205,-81.527061,6.541855,12345,09-Dec-2025_16-49
0.122103,5210,-80.531940,-86.254313,5.722373,12345,09-Dec-2025_16-49
0.122103,5210,-75.732837,-83.636658,7.903821,12345,09-Dec-2025_16-49
0.122103,5210,-76.956742,-84.665481,7.708739,12345,09-Dec-2025_16-49
0.122103,5210,-74.563131,-81.894861,7.331729,12345,09-Dec-2025_16-49
0.122103,5210,-77.032795,-84.950800,7.918005,12345,09-Dec-2025_16-49
0.122103,5210,-77.697205,-81.956961,4.259756,12345,09-Dec-2025_16-49
0.122109,5210,-73.223006,-93.965985,20.742979,12345,09-Dec-2025_16-49
0.122109,5210,-76.689793,-93.965985,17.276192,12345,09-Dec-2025_16-49
0.122109,5210,-75.543982,-93.965985,18.422003,12345,09-Dec-2025_16-49
0.122109,5210,-76.983253,-93.965985,16.982732,12345,09-Dec-2025_16-49
0.122253,5210,-75.297187,-78.805171,3.507984,12345,09-Dec-2025_16-49
0.122253,5210,-75.083249,-89.929088,14.845839,12345,09-Dec-2025_16-49
0.122253,5210,-78.288350,-79.825224,1.536874,12345,09-Dec-2025_16-49
0.122350,5210,-75.393793,-83.312275,7.918483,12345,09-Dec-2025_16-49
0.122350,5210,-76.234864,-82.597513,6.362649,12345,09-Dec-2025_16-49
0.122350,5210,-78.919672,-86.157527,7.237855,12345,09-Dec-2025_16-49
0.122367,5210,-73.799810,-93.965985,20.166175,12345,09-Dec-2025_16-49
0.122367,5210,-73.256637,-93.965985,20.709348,12345,09-Dec-2025_16-49
0.122367,5210,-80.533945,-93.965985,13.432040,12345,09-Dec-2025_16-49
0.122367,5210,-78.564944,-93.965985,15.401041,12345,09-Dec-2025_16-49
0.122367,5210,-74.907276,-93.965985,19.058709,12345,09-Dec-2025_16-49
0.122367,5210,-74.662327,-93.965985,19.303659,12345,09-Dec-2025_16-49
0.122367,5210,-76.046018,-93.965985,17.919967,12345,09-Dec-2025_16-49
0.122367,5210,-78.820433,-93.965985,15.145552,12345,09-Dec-2025_16-49
0.122367,5210,-76.729438,-93.965985,17.236547,12345,09-Dec-2025_16-49
0.122367,5210,-76.694239,-93.965985,17.271746,12345,09-Dec-2025_16-49
0.122367,5210,-76.068035,-93.965985,17.897950,12345,09-Dec-2025_16-49
0.122367,5210,-72.723302,-93.965985,21.242683,12345,09-Dec-2025_16-49
0.122367,5210,-75.355863,-93.965985,18.610122,12345,09-Dec-2025_16-49
0.122367,5210,-74.748767,-93.965985,19.217219,12345,09-Dec-2025_16-49
0.122491,5210,-77.509970,-93.965985,16.456016,12345,09-Dec-2025_16-49
0.122491,5210,-81.477257,-93.965985,12.488728,12345,09-Dec-2025_16-49
0.122491,5210,-81.888077,-93.965985,12.077908,12345,09-Dec-2025_16-49
0.122491,5210,-81.025340,-93.965985,12.940645,12345,09-Dec-2025_16-49
0.122491,5210,-81.222443,-93.965985,12.743542,12345,09-Dec-2025_16-49
0.122491,5210,-80.781106,-93.965985,13.184879,12345,09-Dec-2025_16-49
0.122491,5210,-78.620673,-93.965985,15.345313,12345,09-Dec-2025_16-49
0.122551,5210,-80.539251,-93.965985,13.426734,12345,09-Dec-2025_16-49
0.122551,5210,-76.438401,-93.965985,17.527584,12345,09-Dec-2025_16-49
0.122551,5210,-79.117773,-93.965985,14.848212,12345,09-Dec-2025_16-49
0.122551,5210,-73.494131,-93.965985,20.471855,12345,09-Dec-2025_16-49
0.122551,5210,-81.126069,-93.965985,12.839916,12345,09-Dec-2025_16-49
0.122551,5210,-79.672798,-93.965985,14.293187,12345,09-Dec-2025_16-49
0.122551,5210,-74.577399,-93.965985,19.388586,12345,09-Dec-2025_16-49
0.122551,5210,-78.985748,-93.965985,14.980237,12345,09-Dec-2025_16-49
0.122597,5210,-73.509227,-73.336203,-0.173025,12345,09-Dec-2025_16-49
0.122597,5210,-76.238408,-76.678217,0.439809,12345,09-Dec-2025_16-49
0.122597,5210,-78.573464,-77.901438,-0.672026,12345,09-Dec-2025_16-49
0.122597,5210,-77.002835,-76.885940,-0.116895,12345,09-Dec-2025_16-49
0.122597,5210,-70.071571,-77.662331,7.590760,12345,09-Dec-2025_16-49
0.122597,5210,-71.527250,-79.381918,7.854668,12345,09-Dec-2025_16-49
0.122597,5210,-75.056143,-79.435159,4.379015,12345,09-Dec-2025_16-49
0.122619,5210,-76.734173,-93.965985,17.231812,12345,09-Dec-2025_16-49
0.122619,5210,-81.356816,-93.965985,12.609169,12345,09-Dec-2025_16-49
0.122619,5210,-75.641152,-93.965985,18.324833,12345,09-Dec-2025_16-49
0.122619,5210,-76.796704,-93.965985,17.169281,12345,09-Dec-2025_16-49
0.122619,5210,-70.427889,-93.965985,23.538096,12345,09-Dec-2025_16-49
0.122619,5210,-79.836488,-93.965985,14.129497,12345,09-Dec-2025_16-49
0.122619,5210,-76.462884,-93.965985,17.503101,12345,09-Dec-2025_16-49
0.122619,5210,-78.848765,-93.965985,15.117221,12345,09-Dec-2025_16-49
0.122619,5210,-72.875679,-93.965985,21.090306,12345,09-Dec-2025_16-49
0.122619,5210,-74.896353,-93.965985,19.069632,12345,09-Dec-2025_16-49
0.122706,5210,-72.601953,-81.544957,8.943004,12345,09-Dec-2025_16-49
0.122821,5210,-80.705241,-81.896739,1.191498,12345,09-Dec-2025_16-49
0.122821,5210,-72.587210,-79.267620,6.680410,12345,09-Dec-2025_16-49
0.122821,5210,-74.330142,-83.162178,8.832036,12345,09-Dec-2025_16-49
0.122821,5210,-77.092351,-77.675786,0.583435,12345,09-Dec-2025_16-49
0.122821,5210,-72.919267,-81.005432,8.086165,12345,09-Dec-2025_16-49
0.122821,5210,-76.090870,-76.266672,0.175802,12345,09-Dec-2025_16-49
0.122821,5210,-71.486400,-74.958348,3.471948,12345,09-Dec-2025_16-49
0.122871,5210,-76.586470,-78.338869,1.752399,12345,09-Dec-2025_16-49
0.122871,5210,-78.419068,-86.241938,7.822870,12345,09-Dec-2025_16-49
0.122871,5210,-76.515044,-76.080529,-0.434515,12345,09-Dec-2025_16-49
0.122871,5210,-72.971521,-79.299660,6.328139,12345,09-Dec-2025_16-49
0.122871,5210,-73.230848,-77.678956,4.448108,12345,09-Dec-2025_16-49
0.122871,5210,-81.924830,-83.279687,1.354857,12345,09-Dec-2025_16-49
0.122871,5210,-77.429201,-78.364677,0.935476,12345,09-Dec-2025_16-49
0.122871,5210,-73.414155,-76.227523,2.813368,12345,09-Dec-2025_16-49
0.122871,5210,-72.452801,-79.123158,6.670357,12345,09-Dec-2025_16-49
0.122871,5210,-77.323277,-81.735412,4.412135,12345,09-Dec-2025_16-49
0.122871,5210,-76.154326,-81.195542,5.041216,12345,09-Dec-2025_16-49
0.122871,5210,-76.735047,-81.316527,4.581480,12345,09-Dec-2025_16-49
0.122871,5210,-75.837652,-79.589683,3.752031,12345,09-Dec-2025_16-49
0.122871,5210,-76.034912,-78.582645,2.547733,12345,09-Dec-2025_16-49
0.122871,5210,-77.063370,-80.017353,2.953983,12345,09-Dec-2025_16-49
0.122871,5210,-78.273912,-82.319011,4.045099,12345,09-Dec-2025_16-49
0.122871,5210,-73.432269,-76.482705,3.050436,12345,09-Dec-2025_16-49
0.122881,5210,-76.830610,-93.965985,17.135375,12345,09-Dec-2025_16-49
0.122881,5210,-79.088182,-93.965985,14.877803,12345,09-Dec-2025_16-49
0.122881,5210,-76.580761,-93.965985,17.385224,12345,09-Dec-2025_16-49
0.122944,5210,-81.615693,-80.711144,-0.904549,12345,09-Dec-2025_16-49
0.122949,5210,-81.909574,-93.965985,12.056411,12345,09-Dec-2025_16-49
0.122949,5210,-71.078283,-93.965985,22.887703,12345,09-Dec-2025_16-49
0.122949,5210,-80.609528,-93.965985,13.356457,12345,09-Dec-2025_16-49
0.122949,5210,-74.945741,-93.965985,19.020245,12345,09-Dec-2025_16-49
0.122949,5210,-76.877551,-93.965985,17.088435,12345,09-Dec-2025_16-49
0.122949,5210,-72.750459,-93.965985,21.215526,12345,09-Dec-2025_16-49
0.122949,5210,-77.339442,-93.965985,16.626543,12345,09-Dec-2025_16-49
0.122949,5210,-76.292367,-93.965985,17.673618,12345,09-Dec-2025_16-49
0.122949,5210,-72.580460,-93.965985,21.385525,12345,09-Dec-2025_16-49
0.123156,5210,-74.789717,-76.643206,1.853489,12345,09-Dec-2025_16-49
0.123156,5210,-78.143913,-76.419835,-1.724078,12345,09-Dec-2025_16-49
0.123156,5210,-74.925444,-81.916272,6.990828,12345,09-Dec-2025_16-49
0.123156,5210,-73.803127,-77.904665,4.101538,12345,09-Dec-2025_16-49
0.123156,5210,-73.979680,-85.691564,11.711884,12345,09-Dec-2025_16-49
0.123218,5210,-72.834334,-81.745164,8.910830,12345,09-Dec-2025_16-49
0.123218,5210,-79.869879,-83.054758,3.184879,12345,09-Dec-2025_16-49
0.123218,5210,-73.376467,-79.253531,5.877064,12345,09-Dec-2025_16-49
0.123218,5210,-72.575496,-79.961776,7.386281,12345,09-Dec-2025_16-49
0.123218,5210,-72.191819,-74.000401,1.808582,12345,09-Dec-2025_16-49
0.123367,5210,-79.983414,-81.491953,1.508540,12345,09-Dec-2025_16-49
0.123367,5210,-76.549858,-77.756253,1.206394,12345,09-Dec-2025_16-49
0.123367,5210,-78.401865,-77.714598,-0.687266,12345,09-Dec-2025_16-49
0.123398,5210,-79.500268,-84.058314,4.558046,12345,09-Dec-2025_16-49
0.123398,5210,-72.588886,-83.358816,10.769931,12345,09-Dec-2025_16-49
0.123398,5210,-80.336866,-81.000307,0.663440,12345,09-Dec-2025_16-49
0.123398,5210,-76.125286,-87.143847,11.018561,12345,09-Dec-2025_16-49
0.123398,5210,-79.300173,-83.978875,4.678702,12345,09-Dec-2025_16-49
0.123458,5210,-78.809553,-93.965985,15.156432,12345,09-Dec-2025_16-49
0.123458,5210,-75.882291,-93.965985,18.083694,12345,09-Dec-2025_16-49
0.123458,5210,-73.210559,-93.965985,20.755426,12345,09-Dec-2025_16-49
0.123458,5210,-76.306604,-93.965985,17.659381,12345,09-Dec-2025_16-49
0.123458,5210,-81.875302,-93.965985,12.090683,12345,09-Dec-2025_16-49
0.123476,5210,-75.209595,-93.965985,18.756390,12345,09-Dec-2025_16-49
0.123476,5210,-77.585568,-93.965985,16.380417,12345,09-Dec-2025_16-49
0.123476,5210,-78.877180,-93.965985,15.088805,12345,09-Dec-2025_16-49
0.123476,5210,-75.394755,-93.965985,18.571230,12345,09-Dec-2025_16-49
0.123476,5210,-73.630893,-93.965985,20.335092,12345,09-Dec-2025_16-49
0.123476,5210,-74.427283,-93.965985,19.538702,12345,09-Dec-2025_16-49
0.123476,5210,-76.489357,-93.965985,17.476628,12345,09-Dec-2025_16-49
0.123476,5210,-76.777878,-93.965985,17.188107,12345,09-Dec-2025_16-49
0.123476,5210,-74.814509,-93.965985,19.151476,12345,09-Dec-2025_16-49
0.123536,5210,-76.441688,-93.965985,17.524297,12345,09-Dec-2025_16-49
0.123536,5210,-75.069227,-93.965985,18.896758,12345,09-Dec-2025_16-49
0.123536,5210,-76.474378,-93.965985,17.491607,12345,09-Dec-2025_16-49
0.123536,5210,-79.404604,-93.965985,14.561382,12345,09-Dec-2025_16-49
0.123536,5210,-81.969514,-93.965985,11.996471,12345,09-Dec-2025_16-49
0.123536,5210,-76.913809,-93.965985,17.052176,12345,09-Dec-2025_16-49
0.123536,5210,-77.152901,-93.965985,16.813084,12345,09-Dec-2025_16-49
0.123536,5210,-81.238027,-93.965985,12.727958,12345,09-Dec-2025_16-49
0.123536,5210,-78.050026,-93.965985,15.915959,12345,09-Dec-2025_16-49
0.123536,5210,-79.035190,-93.965985,14.930795,12345,09-Dec-2025_16-49
0.123536,5210,-78.617748,-93.965985,15.348237,12345,09-Dec-2025_16-49
0.123536,5210,-75.779704,-93.965985,18.186281,12345,09-Dec-2025_16-49
0.123536,5210,-78.411587,-93.965985,15.554398,12345,09-Dec-2025_16-49
0.123536,5210,-71.990198,-93.965985,21.975787,12345,09-Dec-2025_16-49
0.123536,5210,-80.366843,-93.965985,13.599142,12345,09-Dec-2025_16-49
0.123536,5210,-79.024744,-93.965985,14.941242,12345,09-Dec-2025_16-49
0.123536,5210,-79.683032,-93.965985,14.282953,12345,09-Dec-2025_16-49
0.123536,5210,-75.527970,-93.965985,18.438015,12345,09-Dec-2025_16-49
0.123536,5210,-80.897145,-93.965985,13.068840,12345,09-Dec-2025_16-49
0.123536,5210,-76.662277,-93.965985,17.303708,12345,09-Dec-2025_16-49
0.123536,5210,-80.556136,-93.965985,13.409849,12345,09-Dec-2025_16-49
0.123536,5210,-80.122950,-93.965985,13.843035,12345,09-Dec-2025_16-49
0.123536,5210,-79.399057,-93.965985,14.566928,12345,09-Dec-2025_16-49
