time_s,channel_MHz,signal_dBm,noise_dBm,SNR_dB,BER,AvgSNR(dB),AvgBER,RandSeed,RunDateTime
2.018017,5210.000000,-79.877283,-88.521967,8.644683,0.000065,11.632674,0.000373,12345,23-Oct-2025_23-01
2.018017,5210.000000,-78.192163,-93.965985,15.773822,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.018077,5210.000000,-74.029329,-93.965985,19.936656,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.018077,5210.000000,-79.276093,-93.965985,14.689892,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.019373,5210.000000,-75.486768,-87.945385,12.458618,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.022942,5210.000000,-79.146120,-87.945385,8.799265,0.000049,11.632674,0.000373,12345,23-Oct-2025_23-01
2.023203,5210.000000,-80.765683,-87.945385,7.179703,0.000614,11.632674,0.000373,12345,23-Oct-2025_23-01
2.023667,5210.000000,-76.207638,-87.945385,11.737748,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.023849,5210.000000,-81.315731,-93.965985,12.650254,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.023849,5210.000000,-77.060963,-93.965985,16.905022,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.024198,5210.000000,-77.532259,-87.945385,10.413126,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.024378,5210.000000,-76.066763,-87.945385,11.878622,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.026124,5210.000000,-75.140939,-87.945385,12.804446,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029085,5210.000000,-81.848205,-87.945385,6.097180,0.002162,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029085,5210.000000,-79.820835,-87.945385,8.124550,0.000157,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029145,5210.000000,-77.233051,-87.945385,10.712334,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029145,5210.000000,-78.341202,-87.945385,9.604183,0.000010,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029145,5210.000000,-80.913149,-87.945385,7.032236,0.000742,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029282,5210.000000,-78.273260,-93.965985,15.692725,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029282,5210.000000,-78.048685,-93.965985,15.917300,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029342,5210.000000,-79.270063,-93.965985,14.695923,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029342,5210.000000,-78.921358,-93.965985,15.044627,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-80.882018,-87.945385,7.063368,0.000713,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-80.882018,-87.945385,7.063368,0.000713,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-80.882018,-87.945385,7.063368,0.000713,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-81.010484,-87.945385,6.934902,0.000838,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-81.010484,-87.945385,6.934902,0.000838,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029847,5210.000000,-81.010484,-87.945385,6.934902,0.000838,11.632674,0.000373,12345,23-Oct-2025_23-01
2.029907,5210.000000,-76.162181,-87.945385,11.783204,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.030254,5210.000000,-81.959728,-87.945385,5.985658,0.002423,11.632674,0.000373,12345,23-Oct-2025_23-01
2.030314,5210.000000,-77.860508,-87.945385,10.084877,0.000003,11.632674,0.000373,12345,23-Oct-2025_23-01
2.030679,5210.000000,-76.857245,-87.945385,11.088140,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.031221,5210.000000,-78.082085,-87.945385,9.863301,0.000005,11.632674,0.000373,12345,23-Oct-2025_23-01
2.031385,5210.000000,-75.686738,-87.945385,12.258647,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.031385,5210.000000,-81.364788,-87.945385,6.580597,0.001277,11.632674,0.000373,12345,23-Oct-2025_23-01
2.032428,5210.000000,-75.135226,-87.945385,12.810159,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.032428,5210.000000,-78.409865,-87.945385,9.535520,0.000011,11.632674,0.000373,12345,23-Oct-2025_23-01
2.032476,5210.000000,-74.346170,-87.945385,13.599215,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033016,5210.000000,-78.492170,-87.945385,9.453215,0.000013,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033064,5210.000000,-76.016973,-87.945385,11.928412,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033633,5210.000000,-76.266766,-87.945385,11.678619,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033633,5210.000000,-79.874894,-87.945385,8.070492,0.000171,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033693,5210.000000,-81.837295,-87.945385,6.108090,0.002138,11.632674,0.000373,12345,23-Oct-2025_23-01
2.033693,5210.000000,-79.519962,-87.945385,8.425423,0.000095,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034329,5210.000000,-77.294969,-93.965985,16.671016,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034593,5210.000000,-77.470168,-87.945385,10.475217,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034593,5210.000000,-77.356024,-87.945385,10.589361,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034641,5210.000000,-76.943787,-87.945385,11.001598,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034872,5210.000000,-75.657255,-87.945385,12.288131,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034872,5210.000000,-75.657255,-87.945385,12.288131,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034920,5210.000000,-79.284714,-87.945385,8.660671,0.000063,11.632674,0.000373,12345,23-Oct-2025_23-01
2.034920,5210.000000,-78.192349,-87.945385,9.753036,0.000007,11.632674,0.000373,12345,23-Oct-2025_23-01
2.035813,5210.000000,-79.835993,-87.945385,8.109393,0.000161,11.632674,0.000373,12345,23-Oct-2025_23-01
2.035813,5210.000000,-81.798067,-87.945385,6.147319,0.002052,11.632674,0.000373,12345,23-Oct-2025_23-01
2.035873,5210.000000,-79.328676,-87.945385,8.616710,0.000068,11.632674,0.000373,12345,23-Oct-2025_23-01
2.040114,5210.000000,-73.518018,-87.945385,14.427368,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.040566,5210.000000,-71.926020,-87.945385,16.019365,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.040610,5210.000000,-74.333899,-87.945385,13.611486,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.041064,5210.000000,-76.247485,-87.945385,11.697901,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044252,5210.000000,-75.138598,-87.945385,12.806787,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044398,5210.000000,-80.718875,-87.945385,7.226511,0.000578,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044398,5210.000000,-80.492384,-87.945385,7.453001,0.000426,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044458,5210.000000,-81.188243,-87.945385,6.757143,0.001039,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044458,5210.000000,-80.849894,-87.945385,7.095491,0.000685,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044697,5210.000000,-80.312221,-87.945385,7.633164,0.000330,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044933,5210.000000,-73.275565,-87.945385,14.669821,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.044933,5210.000000,-79.727688,-87.945385,8.217698,0.000135,11.632674,0.000373,12345,23-Oct-2025_23-01
2.045511,5210.000000,-77.675142,-87.945385,10.270243,0.000002,11.632674,0.000373,12345,23-Oct-2025_23-01
2.048467,5210.000000,-73.036152,-87.945385,14.909233,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.048467,5210.000000,-75.151576,-87.945385,12.793810,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.051274,5210.000000,-75.743258,-87.945385,12.202127,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.051318,5210.000000,-78.803293,-87.945385,9.142092,0.000025,11.632674,0.000373,12345,23-Oct-2025_23-01
2.057182,5210.000000,-74.773996,-87.945385,13.171389,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.057946,5210.000000,-81.828184,-93.965985,12.137801,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.058238,5210.000000,-80.534775,-93.965985,13.431210,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.058485,5210.000000,-79.569564,-93.965985,14.396421,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.058777,5210.000000,-79.643771,-93.965985,14.322214,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.060113,5210.000000,-78.653499,-87.945385,9.291886,0.000019,11.632674,0.000373,12345,23-Oct-2025_23-01
2.060157,5210.000000,-75.152570,-87.945385,12.792816,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.062656,5210.000000,-79.814674,-87.945385,8.130711,0.000155,11.632674,0.000373,12345,23-Oct-2025_23-01
2.062820,5210.000000,-69.012436,-87.945385,18.932949,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.063164,5210.000000,-81.581341,-87.945385,6.364045,0.001628,11.632674,0.000373,12345,23-Oct-2025_23-01
2.063164,5210.000000,-81.868383,-87.945385,6.077002,0.002208,11.632674,0.000373,12345,23-Oct-2025_23-01
2.063832,5210.000000,-81.555447,-87.945385,6.389938,0.001582,11.632674,0.000373,12345,23-Oct-2025_23-01
2.064680,5210.000000,-80.112426,-87.945385,7.832959,0.000246,11.632674,0.000373,12345,23-Oct-2025_23-01
2.065330,5210.000000,-75.888682,-87.945385,12.056703,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.067978,5210.000000,-78.863316,-87.945385,9.082069,0.000029,11.632674,0.000373,12345,23-Oct-2025_23-01
2.070139,5210.000000,-77.562369,-87.945385,10.383017,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.070187,5210.000000,-71.307504,-87.945385,16.637881,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.074847,5210.000000,-76.659744,-87.945385,11.285642,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.074847,5210.000000,-80.531868,-87.945385,7.413517,0.000449,11.632674,0.000373,12345,23-Oct-2025_23-01
2.074907,5210.000000,-75.752786,-87.945385,12.192599,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.081168,5210.000000,-71.818753,-87.945385,16.126632,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.081719,5210.000000,-76.518739,-87.945385,11.426646,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.082709,5210.000000,-75.901940,-87.945385,12.043445,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.082846,5210.000000,-77.706915,-87.945385,10.238470,0.000002,11.632674,0.000373,12345,23-Oct-2025_23-01
2.083332,5210.000000,-77.821551,-87.945385,10.123834,0.000003,11.632674,0.000373,12345,23-Oct-2025_23-01
2.083376,5210.000000,-79.394976,-87.945385,8.550409,0.000077,11.632674,0.000373,12345,23-Oct-2025_23-01
2.083602,5210.000000,-72.934072,-87.945385,15.011313,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.084783,5210.000000,-78.728457,-87.945385,9.216928,0.000022,11.632674,0.000373,12345,23-Oct-2025_23-01
2.087143,5210.000000,-81.319807,-87.945385,6.625578,0.001213,11.632674,0.000373,12345,23-Oct-2025_23-01
2.089476,5210.000000,-81.263097,-87.945385,6.682288,0.001135,11.632674,0.000373,12345,23-Oct-2025_23-01
2.089476,5210.000000,-81.628622,-87.945385,6.316764,0.001714,11.632674,0.000373,12345,23-Oct-2025_23-01
2.090488,5210.000000,-73.263027,-87.945385,14.682358,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.090536,5210.000000,-79.761219,-87.945385,8.184166,0.000143,11.632674,0.000373,12345,23-Oct-2025_23-01
2.100347,5210.000000,-72.459604,-87.945385,15.485781,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.100391,5210.000000,-78.622827,-87.945385,9.322559,0.000018,11.632674,0.000373,12345,23-Oct-2025_23-01
2.101324,5210.000000,-80.718586,-87.945385,7.226800,0.000577,11.632674,0.000373,12345,23-Oct-2025_23-01
2.101461,5210.000000,-77.400316,-87.945385,10.545069,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.102167,5210.000000,-81.902691,-87.945385,6.042694,0.002287,11.632674,0.000373,12345,23-Oct-2025_23-01
2.102943,5210.000000,-78.040634,-87.945385,9.904751,0.000005,11.632674,0.000373,12345,23-Oct-2025_23-01
2.102943,5210.000000,-81.394522,-87.945385,6.550863,0.001321,11.632674,0.000373,12345,23-Oct-2025_23-01
2.104277,5210.000000,-78.462145,-87.945385,9.483240,0.000013,11.632674,0.000373,12345,23-Oct-2025_23-01
2.109004,5210.000000,-78.654817,-87.945385,9.290568,0.000019,11.632674,0.000373,12345,23-Oct-2025_23-01
2.110089,5210.000000,-75.023979,-87.945385,12.921407,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.110133,5210.000000,-76.706605,-87.945385,11.238780,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.115954,5210.000000,-78.315348,-87.945385,9.630038,0.000009,11.632674,0.000373,12345,23-Oct-2025_23-01
2.117308,5210.000000,-80.911821,-87.945385,7.033564,0.000741,11.632674,0.000373,12345,23-Oct-2025_23-01
2.117308,5210.000000,-79.129220,-87.945385,8.816165,0.000048,11.632674,0.000373,12345,23-Oct-2025_23-01
2.117544,5210.000000,-76.510633,-87.945385,11.434753,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.117879,5210.000000,-78.526647,-87.945385,9.418739,0.000014,11.632674,0.000373,12345,23-Oct-2025_23-01
2.118583,5210.000000,-77.116290,-87.945385,10.829095,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.120316,5210.000000,-77.813125,-87.945385,10.132261,0.000003,11.632674,0.000373,12345,23-Oct-2025_23-01
2.120360,5210.000000,-73.800428,-87.945385,14.144958,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.120826,5210.000000,-75.404384,-87.945385,12.541001,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.120826,5210.000000,-81.880868,-87.945385,6.064518,0.002236,11.632674,0.000373,12345,23-Oct-2025_23-01
2.125013,5210.000000,-78.481072,-87.945385,9.464314,0.000013,11.632674,0.000373,12345,23-Oct-2025_23-01
2.130142,5210.000000,-78.322355,-87.945385,9.623030,0.000009,11.632674,0.000373,12345,23-Oct-2025_23-01
2.130510,5210.000000,-75.605968,-87.945385,12.339417,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.131720,5210.000000,-78.641117,-87.945385,9.304269,0.000018,11.632674,0.000373,12345,23-Oct-2025_23-01
2.131858,5210.000000,-73.549447,-87.945385,14.395938,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.132100,5210.000000,-76.505619,-87.945385,11.439766,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.132540,5210.000000,-79.806166,-87.945385,8.139219,0.000153,11.632674,0.000373,12345,23-Oct-2025_23-01
2.132588,5210.000000,-81.127922,-87.945385,6.817463,0.000967,11.632674,0.000373,12345,23-Oct-2025_23-01
2.136729,5210.000000,-72.392150,-93.965985,21.573835,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.140139,5210.000000,-77.941364,-87.945385,10.004021,0.000004,11.632674,0.000373,12345,23-Oct-2025_23-01
2.140187,5210.000000,-79.596431,-87.945385,8.348954,0.000109,11.632674,0.000373,12345,23-Oct-2025_23-01
2.141156,5210.000000,-79.877211,-87.945385,8.068175,0.000172,11.632674,0.000373,12345,23-Oct-2025_23-01
2.141156,5210.000000,-81.306343,-87.945385,6.639042,0.001194,11.632674,0.000373,12345,23-Oct-2025_23-01
2.141284,5210.000000,-80.722560,-87.945385,7.222825,0.000580,11.632674,0.000373,12345,23-Oct-2025_23-01
2.144260,5210.000000,-81.143212,-87.945385,6.802173,0.000985,11.632674,0.000373,12345,23-Oct-2025_23-01
2.144320,5210.000000,-75.476169,-87.945385,12.469217,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.150142,5210.000000,-73.561412,-87.945385,14.383973,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.150190,5210.000000,-81.847152,-87.945385,6.098233,0.002160,11.632674,0.000373,12345,23-Oct-2025_23-01
2.150555,5210.000000,-73.203488,-87.945385,14.741897,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.150603,5210.000000,-80.273649,-87.945385,7.671736,0.000312,11.632674,0.000373,12345,23-Oct-2025_23-01
2.157598,5210.000000,-81.946735,-87.945385,5.998650,0.002392,11.632674,0.000373,12345,23-Oct-2025_23-01
2.158070,5210.000000,-80.713657,-87.945385,7.231729,0.000574,11.632674,0.000373,12345,23-Oct-2025_23-01
2.160351,5210.000000,-75.586367,-87.945385,12.359018,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.161065,5210.000000,-75.883972,-87.945385,12.061414,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.161109,5210.000000,-80.055974,-87.945385,7.889412,0.000226,11.632674,0.000373,12345,23-Oct-2025_23-01
2.169843,5210.000000,-81.518027,-87.945385,6.427358,0.001518,11.632674,0.000373,12345,23-Oct-2025_23-01
2.170693,5210.000000,-81.907467,-87.113327,5.205860,0.005009,11.632674,0.000373,12345,23-Oct-2025_23-01
2.171359,5210.000000,-75.918486,-87.945385,12.026899,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.171403,5210.000000,-80.084966,-87.945385,7.860419,0.000236,11.632674,0.000373,12345,23-Oct-2025_23-01
2.176063,5210.000000,-80.344591,-87.945385,7.600795,0.000346,11.632674,0.000373,12345,23-Oct-2025_23-01
2.176063,5210.000000,-81.851816,-87.945385,6.093569,0.002170,11.632674,0.000373,12345,23-Oct-2025_23-01
2.177871,5210.000000,-81.352644,-87.945385,6.592742,0.001260,11.632674,0.000373,12345,23-Oct-2025_23-01
2.180117,5210.000000,-79.568190,-87.945385,8.377196,0.000104,11.632674,0.000373,12345,23-Oct-2025_23-01
2.180161,5210.000000,-74.493141,-87.945385,13.452244,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.180964,5210.000000,-78.642440,-87.945385,9.302945,0.000018,11.632674,0.000373,12345,23-Oct-2025_23-01
2.190617,5210.000000,-75.388157,-87.945385,12.557228,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.191354,5210.000000,-79.112367,-87.945385,8.833018,0.000046,11.632674,0.000373,12345,23-Oct-2025_23-01
2.191402,5210.000000,-74.702018,-87.945385,13.243367,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.200140,5210.000000,-79.240278,-87.945385,8.705108,0.000058,11.632674,0.000373,12345,23-Oct-2025_23-01
2.200188,5210.000000,-78.384971,-87.945385,9.560414,0.000011,11.632674,0.000373,12345,23-Oct-2025_23-01
2.200872,5210.000000,-80.404299,-87.945385,7.541087,0.000376,11.632674,0.000373,12345,23-Oct-2025_23-01
2.210141,5210.000000,-77.921956,-87.945385,10.023429,0.000004,11.632674,0.000373,12345,23-Oct-2025_23-01
2.210141,5210.000000,-81.324404,-87.945385,6.620981,0.001219,11.632674,0.000373,12345,23-Oct-2025_23-01
2.210189,5210.000000,-74.419628,-87.945385,13.525757,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.212982,5210.000000,-81.733173,-87.945385,6.212213,0.001917,11.632674,0.000373,12345,23-Oct-2025_23-01
2.220142,5210.000000,-81.476362,-87.945385,6.469024,0.001449,11.632674,0.000373,12345,23-Oct-2025_23-01
2.220142,5210.000000,-80.435598,-87.945385,7.509788,0.000393,11.632674,0.000373,12345,23-Oct-2025_23-01
2.220190,5210.000000,-71.468196,-87.945385,16.477189,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.222116,5210.000000,-80.071909,-87.945385,7.873476,0.000232,11.632674,0.000373,12345,23-Oct-2025_23-01
2.230195,5210.000000,-79.217261,-87.945385,8.728124,0.000056,11.632674,0.000373,12345,23-Oct-2025_23-01
2.230195,5210.000000,-79.697175,-87.945385,8.248210,0.000128,11.632674,0.000373,12345,23-Oct-2025_23-01
2.230243,5210.000000,-71.904676,-87.945385,16.040709,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.240142,5210.000000,-74.928637,-87.945385,13.016748,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.240142,5210.000000,-78.122772,-87.945385,9.822613,0.000006,11.632674,0.000373,12345,23-Oct-2025_23-01
2.240492,5210.000000,-80.827280,-87.945385,7.118106,0.000665,11.632674,0.000373,12345,23-Oct-2025_23-01
2.240492,5210.000000,-78.637968,-87.945385,9.307417,0.000018,11.632674,0.000373,12345,23-Oct-2025_23-01
2.240540,5210.000000,-72.864879,-87.945385,15.080506,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.242423,5210.000000,-81.611644,-87.945385,6.333741,0.001683,11.632674,0.000373,12345,23-Oct-2025_23-01
2.242623,5210.000000,-81.700162,-87.945385,6.245223,0.001851,11.632674,0.000373,12345,23-Oct-2025_23-01
2.245862,5210.000000,-80.976396,-87.945385,6.968989,0.000803,11.632674,0.000373,12345,23-Oct-2025_23-01
2.250618,5210.000000,-78.930218,-87.945385,9.015167,0.000033,11.632674,0.000373,12345,23-Oct-2025_23-01
2.250666,5210.000000,-77.312715,-87.945385,10.632670,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.255741,5210.000000,-81.169125,-87.945385,6.776260,0.001016,11.632674,0.000373,12345,23-Oct-2025_23-01
2.259351,5210.000000,-76.670879,-87.945385,11.274506,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.260142,5210.000000,-76.946464,-87.945385,10.998921,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.260142,5210.000000,-72.859544,-87.945385,15.085842,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.260190,5210.000000,-81.447465,-87.945385,6.497920,0.001403,11.632674,0.000373,12345,23-Oct-2025_23-01
2.262478,5210.000000,-80.732679,-87.945385,7.212706,0.000588,11.632674,0.000373,12345,23-Oct-2025_23-01
2.269925,5210.000000,-77.270198,-87.945385,10.675188,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.270119,5210.000000,-79.608112,-87.945385,8.337273,0.000111,11.632674,0.000373,12345,23-Oct-2025_23-01
2.270119,5210.000000,-74.623478,-87.945385,13.321907,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.270163,5210.000000,-77.880014,-87.945385,10.065371,0.000003,11.632674,0.000373,12345,23-Oct-2025_23-01
2.275931,5210.000000,-80.692297,-87.945385,7.253088,0.000558,11.632674,0.000373,12345,23-Oct-2025_23-01
2.278578,5210.000000,-81.557281,-87.945385,6.388104,0.001585,11.632674,0.000373,12345,23-Oct-2025_23-01
2.280143,5210.000000,-74.198892,-87.945385,13.746493,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.280448,5210.000000,-79.209300,-87.945385,8.736086,0.000055,11.632674,0.000373,12345,23-Oct-2025_23-01
2.280448,5210.000000,-75.642381,-87.945385,12.303004,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.280488,5210.000000,-81.296648,-87.945385,6.648738,0.001181,11.632674,0.000373,12345,23-Oct-2025_23-01
2.280496,5210.000000,-76.926660,-87.945385,11.018725,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.287820,5210.000000,-80.880280,-87.945385,7.065105,0.000712,11.632674,0.000373,12345,23-Oct-2025_23-01
2.288074,5210.000000,-80.739727,-87.945385,7.205658,0.000594,11.632674,0.000373,12345,23-Oct-2025_23-01
2.288888,5210.000000,-78.722520,-87.945385,9.222866,0.000022,11.632674,0.000373,12345,23-Oct-2025_23-01
2.290132,5210.000000,-80.840135,-87.945385,7.105250,0.000676,11.632674,0.000373,12345,23-Oct-2025_23-01
2.290143,5210.000000,-76.537564,-87.945385,11.407822,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.290143,5210.000000,-78.415433,-87.945385,9.529952,0.000011,11.632674,0.000373,12345,23-Oct-2025_23-01
2.290191,5210.000000,-80.700110,-87.945385,7.245275,0.000564,11.632674,0.000373,12345,23-Oct-2025_23-01
2.290191,5210.000000,-81.407607,-87.945385,6.537778,0.001341,11.632674,0.000373,12345,23-Oct-2025_23-01
2.300120,5210.000000,-73.909088,-87.945385,14.036297,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.300862,5210.000000,-75.414809,-87.945385,12.530576,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.300862,5210.000000,-71.746536,-87.945385,16.198849,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.300906,5210.000000,-71.902724,-87.945385,16.042662,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.307059,5210.000000,-77.926710,-87.945385,10.018675,0.000004,11.632674,0.000373,12345,23-Oct-2025_23-01
2.309194,5210.000000,-80.348740,-87.945385,7.596645,0.000348,11.632674,0.000373,12345,23-Oct-2025_23-01
2.310115,5210.000000,-78.289972,-87.945385,9.655413,0.000009,11.632674,0.000373,12345,23-Oct-2025_23-01
2.310115,5210.000000,-75.051578,-87.945385,12.893808,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.310159,5210.000000,-74.859150,-87.945385,13.086235,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.319865,5210.000000,-80.893083,-87.945385,7.052303,0.000723,11.632674,0.000373,12345,23-Oct-2025_23-01
2.320139,5210.000000,-76.742404,-87.945385,11.202981,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.320139,5210.000000,-80.393275,-87.945385,7.552110,0.000371,11.632674,0.000373,12345,23-Oct-2025_23-01
2.320187,5210.000000,-74.429044,-87.945385,13.516341,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.320187,5210.000000,-81.953237,-87.945385,5.992149,0.002407,11.632674,0.000373,12345,23-Oct-2025_23-01
2.321052,5210.000000,-81.088392,-87.945385,6.856993,0.000922,11.632674,0.000373,12345,23-Oct-2025_23-01
2.330325,5210.000000,-73.938581,-87.945385,14.006804,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.330369,5210.000000,-72.560175,-87.945385,15.385210,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.335073,5210.000000,-80.720192,-87.945385,7.225193,0.000579,11.632674,0.000373,12345,23-Oct-2025_23-01
2.335219,5210.000000,-80.282255,-87.945385,7.663130,0.000316,11.632674,0.000373,12345,23-Oct-2025_23-01
2.335455,5210.000000,-77.560697,-87.945385,10.384688,0.000001,11.632674,0.000373,12345,23-Oct-2025_23-01
2.335916,5210.000000,-78.337291,-87.945385,9.608094,0.000010,11.632674,0.000373,12345,23-Oct-2025_23-01
2.339272,5210.000000,-76.892471,-87.945385,11.052914,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
2.340094,5210.000000,-72.223905,-87.945385,15.721480,0.000000,11.632674,0.000373,12345,23-Oct-2025_23-01
