time_s,channel_MHz,Modulation,ConstellationSize,PhyRate_Mbps,signal_dBm,noise_dBm,SNR_dB,BER,RandSeed,RunDateTime
2.18589423e+00,5210,OFDM,4,1.20000000e+01,-7.73023333e+01,-8.79453853e+01,1.06430519e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18589423e+00,5210,OFDM,4,1.20000000e+01,-7.47087487e+01,-8.79453853e+01,1.32366365e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18589423e+00,5210,OFDM,4,1.20000000e+01,-7.55633881e+01,-8.79453853e+01,1.23819972e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18625021e+00,5210,VHT,16,1.75500000e+02,-7.50732692e+01,-8.79453853e+01,1.28721161e+01,7.50932773e-05,-4.12439894e+01,12345,09-Dec-2025_16-49
2.18625021e+00,5210,VHT,16,1.75500000e+02,-7.49210880e+01,-8.79453853e+01,1.30242972e+01,6.77743060e-05,-4.16893492e+01,12345,09-Dec-2025_16-49
2.18629421e+00,5210,OFDM,16,2.40000000e+01,-8.18608759e+01,-8.79453853e+01,6.08450934e+00,3.08473191e-08,-7.51078257e+01,12345,09-Dec-2025_16-49
2.18629421e+00,5210,OFDM,16,2.40000000e+01,-7.95970978e+01,-8.79453853e+01,8.34828745e+00,1.06725738e-12,-1.19717308e+02,12345,09-Dec-2025_16-49
2.18629422e+00,5210,OFDM,16,2.40000000e+01,-8.11163053e+01,-8.79453853e+01,6.82908001e+00,1.79208031e-09,-8.74664253e+01,12345,09-Dec-2025_16-49
2.18658922e+00,5210,OFDM,4,1.20000000e+01,-7.86157310e+01,-8.79453853e+01,9.32965431e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18658923e+00,5210,OFDM,4,1.20000000e+01,-7.46926705e+01,-8.79453853e+01,1.32527148e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18658923e+00,5210,OFDM,4,1.20000000e+01,-7.40661677e+01,-8.79453853e+01,1.38792176e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18734121e+00,5210,OFDM,4,1.20000000e+01,-7.46920041e+01,-8.79453853e+01,1.32533811e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18734121e+00,5210,OFDM,4,1.20000000e+01,-7.50648811e+01,-8.79453853e+01,1.28805041e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18734121e+00,5210,OFDM,4,1.20000000e+01,-8.12386794e+01,-8.79453853e+01,6.70670590e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18737422e+00,5210,OFDM,4,1.20000000e+01,-7.78866681e+01,-8.79453853e+01,1.00587171e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18737423e+00,5210,OFDM,4,1.20000000e+01,-7.50186819e+01,-8.79453853e+01,1.29267034e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18797022e+00,5210,OFDM,4,1.20000000e+01,-8.10613438e+01,-8.79453853e+01,6.88404142e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18797022e+00,5210,OFDM,4,1.20000000e+01,-8.12422068e+01,-8.79453853e+01,6.70317849e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18797022e+00,5210,OFDM,4,1.20000000e+01,-7.56910999e+01,-8.79453853e+01,1.22542853e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18797023e+00,5210,OFDM,4,1.20000000e+01,-7.85991400e+01,-8.79453853e+01,9.34624531e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18845621e+00,5210,OFDM,4,1.20000000e+01,-7.66317742e+01,-8.79453853e+01,1.13136110e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18845621e+00,5210,OFDM,4,1.20000000e+01,-7.69896476e+01,-8.79453853e+01,1.09557377e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18862622e+00,5210,OFDM,4,1.20000000e+01,-7.57785471e+01,-8.79453853e+01,1.21668382e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18871921e+00,5210,OFDM,4,1.20000000e+01,-8.15463750e+01,-8.79453853e+01,6.39901025e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18900922e+00,5210,OFDM,4,1.20000000e+01,-8.11588415e+01,-8.79453853e+01,6.78654381e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18940721e+00,5210,OFDM,4,1.20000000e+01,-7.24794691e+01,-8.79453853e+01,1.54659162e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.18940721e+00,5210,OFDM,4,1.20000000e+01,-8.05703827e+01,-8.79453853e+01,7.37500256e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19009122e+00,5210,VHT,16,1.75500000e+02,-7.53893011e+01,-8.50176546e+01,9.62835347e+00,8.33333333e-05,-4.07918125e+01,12345,09-Dec-2025_16-49
2.19013900e+00,5210,VHT,4,8.77500000e+01,-7.90172520e+01,-8.79453853e+01,8.92813323e+00,6.13683761e-08,-7.21205537e+01,12345,09-Dec-2025_16-49
2.19018701e+00,5210,OFDM,4,1.20000000e+01,-7.56158902e+01,-8.79453853e+01,1.23294951e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19028221e+00,5210,OFDM,4,1.20000000e+01,-8.04056393e+01,-8.79453853e+01,7.53974597e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19028221e+00,5210,OFDM,4,1.20000000e+01,-7.72872187e+01,-8.79453853e+01,1.06581666e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19075822e+00,5210,VHT,16,1.17000000e+02,-7.49413784e+01,-8.79453853e+01,1.30040069e+01,2.67988484e-08,-7.57188387e+01,12345,09-Dec-2025_16-49
2.19075822e+00,5210,VHT,16,1.17000000e+02,-7.58905356e+01,-8.79453853e+01,1.20548497e+01,5.65068329e-07,-6.24789903e+01,12345,09-Dec-2025_16-49
2.19075822e+00,5210,VHT,16,1.17000000e+02,-7.51118731e+01,-8.79453853e+01,1.28335121e+01,4.85876604e-08,-7.31347401e+01,12345,09-Dec-2025_16-49
2.19075822e+00,5210,VHT,16,1.17000000e+02,-7.57449429e+01,-8.79453853e+01,1.22004424e+01,3.68559448e-07,-6.43349245e+01,12345,09-Dec-2025_16-49
2.19080222e+00,5210,OFDM,16,2.40000000e+01,-7.64951773e+01,-8.79453853e+01,1.14502080e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19080222e+00,5210,OFDM,16,2.40000000e+01,-7.88288759e+01,-8.79453853e+01,9.11650936e+00,8.88178420e-15,-1.40514998e+02,12345,09-Dec-2025_16-49
2.19080222e+00,5210,OFDM,16,2.40000000e+01,-8.11009373e+01,-8.79453853e+01,6.84444795e+00,1.68155647e-09,-8.77428854e+01,12345,09-Dec-2025_16-49
2.19136421e+00,5210,OFDM,4,1.20000000e+01,-7.81760853e+01,-8.79453853e+01,9.76929996e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19152322e+00,5210,VHT,16,1.75500000e+02,-7.41762754e+01,-8.79453853e+01,1.37691099e+01,2.14104726e-05,-4.66937375e+01,12345,09-Dec-2025_16-49
2.19152323e+00,5210,VHT,16,1.75500000e+02,-7.45235141e+01,-8.79453853e+01,1.34218712e+01,4.14971110e-05,-4.38198214e+01,12345,09-Dec-2025_16-49
2.19156723e+00,5210,OFDM,16,2.40000000e+01,-7.93199960e+01,-8.79453853e+01,8.62538929e+00,2.07944773e-13,-1.26820520e+02,12345,09-Dec-2025_16-49
2.19156723e+00,5210,OFDM,16,2.40000000e+01,-7.76392670e+01,-8.79453853e+01,1.03061183e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19156723e+00,5210,OFDM,16,2.40000000e+01,-8.04382705e+01,-8.79453853e+01,7.50711474e+00,8.76418477e-11,-1.00572885e+02,12345,09-Dec-2025_16-49
2.19235123e+00,5210,VHT,2,2.92500000e+01,-7.61463643e+01,-8.79453853e+01,1.17990210e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19235123e+00,5210,VHT,2,2.92500000e+01,-7.57469900e+01,-8.79453853e+01,1.21983952e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19285623e+00,5210,VHT,2,2.92500000e+01,-7.41832285e+01,-8.79453853e+01,1.37621568e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19285623e+00,5210,VHT,2,2.92500000e+01,-8.17256400e+01,-8.79453853e+01,6.21974532e+00,7.99360578e-15,-1.40972573e+02,12345,09-Dec-2025_16-49
2.19291623e+00,5210,OFDM,2,6.00000000e+00,-7.44237809e+01,-8.79453853e+01,1.35216044e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19291623e+00,5210,OFDM,2,6.00000000e+00,-7.91211019e+01,-8.79453853e+01,8.82428334e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19291624e+00,5210,OFDM,2,6.00000000e+00,-8.04913699e+01,-8.79453853e+01,7.45401539e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19291624e+00,5210,OFDM,2,6.00000000e+00,-7.92590105e+01,-8.79453853e+01,8.68637480e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19318023e+00,5210,OFDM,4,1.20000000e+01,-7.87624591e+01,-8.71341381e+01,8.37167904e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19318023e+00,5210,OFDM,4,1.20000000e+01,-7.35891620e+01,-8.68812074e+01,1.32920454e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19318023e+00,5210,OFDM,4,1.20000000e+01,-7.73056516e+01,-8.79453853e+01,1.06397336e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19324624e+00,5210,VHT,4,5.85000000e+01,-7.56126353e+01,-8.79453853e+01,1.23327499e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19324624e+00,5210,VHT,4,5.85000000e+01,-7.37453174e+01,-8.79453853e+01,1.42000679e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19324624e+00,5210,VHT,4,5.85000000e+01,-8.06857230e+01,-8.79453853e+01,7.25966230e+00,7.07016777e-10,-9.15057028e+01,12345,09-Dec-2025_16-49
2.19338023e+00,5210,OFDM,4,1.20000000e+01,-7.75704378e+01,-8.79453853e+01,1.03749475e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19338023e+00,5210,OFDM,4,1.20000000e+01,-8.18954115e+01,-8.79453853e+01,6.04997382e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19372924e+00,5210,VHT,4,5.85000000e+01,-8.19405831e+01,-8.79453853e+01,6.00480217e+00,1.17220815e-07,-6.93099526e+01,12345,09-Dec-2025_16-49
2.19372924e+00,5210,VHT,4,5.85000000e+01,-8.09946470e+01,-8.79453853e+01,6.95073824e+00,2.83408829e-09,-8.54758662e+01,12345,09-Dec-2025_16-49
2.19378723e+00,5210,OFDM,4,1.20000000e+01,-8.00868347e+01,-8.79453853e+01,7.85855053e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19378723e+00,5210,OFDM,4,1.20000000e+01,-7.75504452e+01,-8.79453853e+01,1.03949401e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19439224e+00,5210,VHT,4,5.85000000e+01,-7.80633960e+01,-8.79453853e+01,9.88198925e+00,1.11022302e-16,-1.59545898e+02,12345,09-Dec-2025_16-49
2.19439224e+00,5210,VHT,4,5.85000000e+01,-8.05940523e+01,-8.79453853e+01,7.35133296e+00,4.59933044e-10,-9.33730539e+01,12345,09-Dec-2025_16-49
2.19439224e+00,5210,VHT,4,5.85000000e+01,-7.87939086e+01,-8.79453853e+01,9.15147664e+00,1.38777878e-14,-1.38576798e+02,12345,09-Dec-2025_16-49
2.19439224e+00,5210,VHT,4,5.85000000e+01,-8.04366235e+01,-8.79453853e+01,7.50876177e+00,2.15444162e-10,-9.66666527e+01,12345,09-Dec-2025_16-49
2.19440123e+00,5210,OFDM,4,1.20000000e+01,-7.43073916e+01,-8.79453853e+01,1.36379937e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19490423e+00,5210,OFDM,4,1.20000000e+01,-7.38776541e+01,-8.79453853e+01,1.40677311e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19490423e+00,5210,OFDM,4,1.20000000e+01,-8.17921764e+01,-8.79453853e+01,6.15320885e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19512823e+00,5210,OFDM,4,1.20000000e+01,-8.02262736e+01,-8.79453853e+01,7.71911170e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19537024e+00,5210,VHT,4,5.85000000e+01,-8.05698578e+01,-8.79453853e+01,7.37552750e+00,4.10011238e-10,-9.38720424e+01,12345,09-Dec-2025_16-49
2.19537024e+00,5210,VHT,4,5.85000000e+01,-7.96071000e+01,-8.79453853e+01,8.33828529e+00,2.52264872e-12,-1.15981432e+02,12345,09-Dec-2025_16-49
2.19537024e+00,5210,VHT,4,5.85000000e+01,-7.74050333e+01,-8.79453853e+01,1.05403519e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19643523e+00,5210,OFDM,4,1.20000000e+01,-7.85802177e+01,-8.79453853e+01,9.36516754e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19643523e+00,5210,OFDM,4,1.20000000e+01,-7.23129535e+01,-8.79453853e+01,1.56324318e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19674323e+00,5210,OFDM,4,1.20000000e+01,-7.70448498e+01,-8.79453853e+01,1.09005354e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19674323e+00,5210,OFDM,4,1.20000000e+01,-7.90596435e+01,-8.79453853e+01,8.88574173e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19698724e+00,5210,VHT,4,5.85000000e+01,-8.02303570e+01,-8.79453853e+01,7.71502825e+00,7.66747424e-11,-1.01153477e+02,12345,09-Dec-2025_16-49
2.19698724e+00,5210,VHT,4,5.85000000e+01,-7.58423675e+01,-8.79453853e+01,1.21030178e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19698724e+00,5210,VHT,4,5.85000000e+01,-7.88774058e+01,-8.79453853e+01,9.06797949e+00,2.47579734e-14,-1.36062849e+02,12345,09-Dec-2025_16-49
2.19698724e+00,5210,VHT,4,5.85000000e+01,-7.91382875e+01,-8.79453853e+01,8.80709778e+00,1.40665257e-13,-1.28518132e+02,12345,09-Dec-2025_16-49
2.19698724e+00,5210,VHT,4,5.85000000e+01,-8.04512599e+01,-8.79453853e+01,7.49412538e+00,2.31433440e-10,-9.63557389e+01,12345,09-Dec-2025_16-49
2.19825224e+00,5210,OFDM,4,1.20000000e+01,-7.88320289e+01,-8.79453853e+01,9.11335638e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19825224e+00,5210,OFDM,4,1.20000000e+01,-7.58396504e+01,-8.79453853e+01,1.21057349e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19825224e+00,5210,OFDM,4,1.20000000e+01,-7.98657716e+01,-8.79453853e+01,8.07961371e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.19860524e+00,5210,OFDM,4,1.20000000e+01,-8.02248506e+01,-8.79453853e+01,7.72053470e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20011824e+00,5210,VHT,16,1.17000000e+02,-7.25645202e+01,-8.79453853e+01,1.53808651e+01,4.38316050e-13,-1.23582126e+02,12345,09-Dec-2025_16-49
2.20011824e+00,5210,VHT,16,1.17000000e+02,-7.71974716e+01,-8.79453853e+01,1.07479137e+01,1.39946054e-05,-4.85403934e+01,12345,09-Dec-2025_16-49
2.20014001e+00,5210,VHT,4,8.77500000e+01,-7.45497952e+01,-8.79453853e+01,1.33955900e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20016224e+00,5210,OFDM,16,2.40000000e+01,-7.74060085e+01,-8.79453853e+01,1.05393768e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20016224e+00,5210,OFDM,16,2.40000000e+01,-7.96169299e+01,-8.79453853e+01,8.32845532e+00,1.19537712e-12,-1.19224951e+02,12345,09-Dec-2025_16-49
2.20016224e+00,5210,OFDM,16,2.40000000e+01,-8.05105081e+01,-8.79453853e+01,7.43487713e+00,1.23475472e-10,-9.90841931e+01,12345,09-Dec-2025_16-49
2.20016224e+00,5210,OFDM,16,2.40000000e+01,-8.01768527e+01,-8.79453853e+01,7.76853259e+00,2.42269503e-11,-1.06157013e+02,12345,09-Dec-2025_16-49
2.20018801e+00,5210,OFDM,4,1.20000000e+01,-7.87671298e+01,-8.79453853e+01,9.17825544e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20048224e+00,5210,VHT,16,1.75500000e+02,-7.24242704e+01,-8.79453853e+01,1.55211149e+01,1.17845844e-07,-6.92868573e+01,12345,09-Dec-2025_16-49
2.20080224e+00,5210,VHT,16,1.75500000e+02,-7.54999936e+01,-8.79453853e+01,1.24453917e+01,8.29555268e-05,-4.08115467e+01,12345,09-Dec-2025_16-49
2.20160824e+00,5210,VHT,16,1.75500000e+02,-7.38464341e+01,-8.79453853e+01,1.40989511e+01,9.84453943e-06,-5.00680460e+01,12345,09-Dec-2025_16-49
2.20193124e+00,5210,VHT,4,5.85000000e+01,-7.63207758e+01,-8.79453853e+01,1.16246094e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20193124e+00,5210,VHT,4,5.85000000e+01,-7.64396575e+01,-8.79453853e+01,1.15057278e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20193124e+00,5210,VHT,4,5.85000000e+01,-8.04049428e+01,-8.79453853e+01,7.54044245e+00,1.84375311e-10,-9.73429723e+01,12345,09-Dec-2025_16-49
2.20237500e+00,5210,OFDM,2,6.00000000e+00,-7.57900405e+01,-9.39659852e+01,1.81759447e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20367424e+00,5210,OFDM,4,1.20000000e+01,-7.69805542e+01,-8.68457366e+01,9.86518239e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20373724e+00,5210,VHT,16,1.75500000e+02,-7.57193597e+01,-8.79453853e+01,1.22260256e+01,8.33080292e-05,-4.07931314e+01,12345,09-Dec-2025_16-49
2.20381124e+00,5210,OFDM,4,1.20000000e+01,-7.93377549e+01,-8.79453853e+01,8.60763035e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20381124e+00,5210,OFDM,4,1.20000000e+01,-7.22077213e+01,-8.79453853e+01,1.57376639e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20415524e+00,5210,OFDM,4,1.20000000e+01,-7.61068193e+01,-8.79453853e+01,1.18385660e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20431324e+00,5210,VHT,4,5.85000000e+01,-7.48658698e+01,-8.66574173e+01,1.17915476e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20431324e+00,5210,VHT,4,5.85000000e+01,-7.75292085e+01,-8.79453853e+01,1.04161768e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20431324e+00,5210,VHT,4,5.85000000e+01,-7.83886031e+01,-8.69324836e+01,8.54388043e+00,7.37188088e-13,-1.21324217e+02,12345,09-Dec-2025_16-49
2.20431324e+00,5210,VHT,4,5.85000000e+01,-7.86421087e+01,-8.79453853e+01,9.30327660e+00,4.77395901e-15,-1.43211213e+02,12345,09-Dec-2025_16-49
2.20469724e+00,5210,OFDM,4,1.20000000e+01,-7.92069812e+01,-8.79453853e+01,8.73840410e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20469724e+00,5210,OFDM,4,1.20000000e+01,-7.34922757e+01,-8.79453853e+01,1.44531096e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20538324e+00,5210,OFDM,4,1.20000000e+01,-7.83810656e+01,-8.79453853e+01,9.56431968e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20650124e+00,5210,OFDM,4,1.20000000e+01,-7.86294880e+01,-8.79453853e+01,9.31589728e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20650124e+00,5210,OFDM,4,1.20000000e+01,-7.67142553e+01,-8.79453853e+01,1.12311300e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20682424e+00,5210,OFDM,4,1.20000000e+01,-8.06903070e+01,-8.65400315e+01,5.84972458e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20682424e+00,5210,OFDM,4,1.20000000e+01,-7.71810091e+01,-8.79453853e+01,1.07643762e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20701000e+00,5210,OFDM,2,6.00000000e+00,-7.47993394e+01,-9.39659852e+01,1.91666457e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20701000e+00,5210,OFDM,2,6.00000000e+00,-7.88053730e+01,-9.39659852e+01,1.51606121e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20701000e+00,5210,OFDM,2,6.00000000e+00,-8.13018629e+01,-9.39659852e+01,1.26641223e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20730624e+00,5210,OFDM,4,1.20000000e+01,-7.83035670e+01,-8.79453853e+01,9.64181824e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20730624e+00,5210,OFDM,4,1.20000000e+01,-7.57502353e+01,-8.79453853e+01,1.21951500e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20730624e+00,5210,OFDM,4,1.20000000e+01,-7.52217735e+01,-8.79453853e+01,1.27236118e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20746124e+00,5210,OFDM,4,1.20000000e+01,-7.66266019e+01,-8.79453853e+01,1.13187834e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20746124e+00,5210,OFDM,4,1.20000000e+01,-7.40504493e+01,-8.79453853e+01,1.38949360e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20746125e+00,5210,OFDM,4,1.20000000e+01,-8.11088904e+01,-8.79453853e+01,6.83649491e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20746125e+00,5210,OFDM,4,1.20000000e+01,-7.86768926e+01,-8.79453853e+01,9.26849271e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20765224e+00,5210,OFDM,4,1.20000000e+01,-7.28187944e+01,-8.79453853e+01,1.51265909e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20765224e+00,5210,OFDM,4,1.20000000e+01,-7.79694432e+01,-8.79453853e+01,9.97594208e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20777724e+00,5210,OFDM,4,1.20000000e+01,-7.90346635e+01,-8.79453853e+01,8.91072176e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20777724e+00,5210,OFDM,4,1.20000000e+01,-8.10502484e+01,-8.79453853e+01,6.89513683e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20826624e+00,5210,OFDM,4,1.20000000e+01,-7.88879719e+01,-8.79453853e+01,9.05741335e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20826624e+00,5210,OFDM,4,1.20000000e+01,-7.09898931e+01,-8.79453853e+01,1.69554922e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20826624e+00,5210,OFDM,4,1.20000000e+01,-7.84249042e+01,-8.79453853e+01,9.52048110e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20852624e+00,5210,OFDM,4,1.20000000e+01,-7.82577729e+01,-8.79453853e+01,9.68761239e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20852624e+00,5210,OFDM,4,1.20000000e+01,-7.34675695e+01,-8.79453853e+01,1.44778158e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20873624e+00,5210,OFDM,4,1.20000000e+01,-7.61915355e+01,-8.79453853e+01,1.17538498e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20873624e+00,5210,OFDM,4,1.20000000e+01,-7.92866558e+01,-8.79453853e+01,8.65872949e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20873624e+00,5210,OFDM,4,1.20000000e+01,-7.81956447e+01,-8.79453853e+01,9.74974053e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20873624e+00,5210,OFDM,4,1.20000000e+01,-7.53663769e+01,-8.79453853e+01,1.25790084e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20977324e+00,5210,OFDM,4,1.20000000e+01,-7.99398978e+01,-8.79453853e+01,8.00548744e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.20977325e+00,5210,OFDM,4,1.20000000e+01,-7.88660847e+01,-8.79453853e+01,9.07930054e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.21011601e+00,5210,VHT,16,1.17000000e+02,-7.67674231e+01,-8.79453853e+01,1.11779621e+01,5.53990228e-06,-5.25649790e+01,12345,09-Dec-2025_16-49
2.21011601e+00,5210,VHT,16,1.17000000e+02,-7.64653658e+01,-8.79453853e+01,1.14800195e+01,2.67039811e-06,-5.57342399e+01,12345,09-Dec-2025_16-49
2.21011601e+00,5210,VHT,16,1.17000000e+02,-7.55884542e+01,-8.79453853e+01,1.23569311e+01,2.29191483e-07,-6.63980153e+01,12345,09-Dec-2025_16-49
2.21016001e+00,5210,OFDM,16,2.40000000e+01,-7.27978328e+01,-8.79453853e+01,1.51475525e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.21029601e+00,5210,OFDM,4,1.20000000e+01,-8.09881408e+01,-8.79453853e+01,6.95724451e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
2.21029601e+00,5210,OFDM,4,1.20000000e+01,-7.63520675e+01,-8.79453853e+01,1.15933178e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
