time_s,channel_MHz,Modulation,ConstellationSize,PhyRate_Mbps,signal_dBm,noise_dBm,SNR_dB,BER,RandSeed,RunDateTime
3.06346509e+00,5210,VHT,16,1.17000000e+02,-7.76740767e+01,-8.79453853e+01,1.02713086e+01,3.24377596e-05,-4.48894915e+01,12345,09-Dec-2025_16-49
3.06360401e+00,5210,OFDM,2,6.00000000e+00,-7.89175348e+01,-9.39659852e+01,1.50484503e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06366401e+00,5210,OFDM,2,6.00000000e+00,-7.78349220e+01,-9.39659852e+01,1.61310632e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06366401e+00,5210,OFDM,2,6.00000000e+00,-7.81550415e+01,-9.39659852e+01,1.58109437e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06366401e+00,5210,OFDM,2,6.00000000e+00,-8.01478667e+01,-9.39659852e+01,1.38181184e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06391509e+00,5210,VHT,16,1.17000000e+02,-7.55766380e+01,-7.87420556e+01,3.16541755e+00,8.33333333e-05,-4.07918125e+01,12345,09-Dec-2025_16-49
3.06391509e+00,5210,VHT,16,1.17000000e+02,-7.77597541e+01,-8.65713221e+01,8.81156799e+00,8.30591673e-05,-4.08061243e+01,12345,09-Dec-2025_16-49
3.06391509e+00,5210,VHT,16,1.17000000e+02,-7.77597541e+01,-8.65713221e+01,8.81156799e+00,8.30591673e-05,-4.08061243e+01,12345,09-Dec-2025_16-49
3.06391509e+00,5210,VHT,16,1.17000000e+02,-7.35670681e+01,-8.60978489e+01,1.25307808e+01,1.32591187e-07,-6.87748534e+01,12345,09-Dec-2025_16-49
3.06391509e+00,5210,VHT,16,1.17000000e+02,-7.35670681e+01,-8.60978489e+01,1.25307808e+01,1.32591187e-07,-6.87748534e+01,12345,09-Dec-2025_16-49
3.06392009e+00,5210,OFDM,2,6.00000000e+00,-7.46812412e+01,-8.79453853e+01,1.32641441e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06392201e+00,5210,OFDM,2,6.00000000e+00,-7.97436307e+01,-9.39659852e+01,1.42223545e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06392201e+00,5210,OFDM,2,6.00000000e+00,-7.84469519e+01,-9.39659852e+01,1.55190333e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06396309e+00,5210,OFDM,16,2.40000000e+01,-7.43022157e+01,-8.79453853e+01,1.36431696e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06396309e+00,5210,OFDM,16,2.40000000e+01,-7.59251139e+01,-8.79453853e+01,1.20202713e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06396310e+00,5210,OFDM,16,2.40000000e+01,-7.72575430e+01,-8.79453853e+01,1.06878423e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06424301e+00,5210,OFDM,2,6.00000000e+00,-7.99613415e+01,-9.39659852e+01,1.40046437e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06424301e+00,5210,OFDM,2,6.00000000e+00,-8.10331895e+01,-9.39659852e+01,1.29327957e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06430302e+00,5210,OFDM,2,6.00000000e+00,-7.69808630e+01,-9.39659852e+01,1.69851222e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06436009e+00,5210,VHT,2,2.92500000e+01,-7.30050462e+01,-8.79453853e+01,1.49403391e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06436009e+00,5210,VHT,2,2.92500000e+01,-7.38260155e+01,-8.79453853e+01,1.41193698e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06436010e+00,5210,VHT,2,2.92500000e+01,-7.64052876e+01,-8.79453853e+01,1.15400976e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06436010e+00,5210,VHT,2,2.92500000e+01,-8.17585111e+01,-8.79453853e+01,6.18687417e+00,1.01030295e-14,-1.39955484e+02,12345,09-Dec-2025_16-49
3.06436010e+00,5210,VHT,2,2.92500000e+01,-7.63387059e+01,-8.79453853e+01,1.16066793e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06437102e+00,5210,OFDM,2,6.00000000e+00,-7.72547170e+01,-9.39659852e+01,1.67112681e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06437102e+00,5210,OFDM,2,6.00000000e+00,-8.14331700e+01,-9.39659852e+01,1.25328152e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06442010e+00,5210,OFDM,2,6.00000000e+00,-7.38771934e+01,-8.79453853e+01,1.40681918e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06442010e+00,5210,OFDM,2,6.00000000e+00,-7.41261469e+01,-8.79453853e+01,1.38192383e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06442010e+00,5210,OFDM,2,6.00000000e+00,-7.67709108e+01,-8.79453853e+01,1.11744744e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06442010e+00,5210,OFDM,2,6.00000000e+00,-7.46540308e+01,-8.79453853e+01,1.32913544e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06517210e+00,5210,VHT,16,1.75500000e+02,-7.41880041e+01,-8.79453853e+01,1.37573812e+01,2.19578933e-05,-4.65840933e+01,12345,09-Dec-2025_16-49
3.06517210e+00,5210,VHT,16,1.75500000e+02,-7.45589610e+01,-8.79453853e+01,1.33864243e+01,4.39033768e-05,-4.35750208e+01,12345,09-Dec-2025_16-49
3.06523409e+00,5210,OFDM,2,6.00000000e+00,-7.72346466e+01,-8.79453853e+01,1.07107387e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06541610e+00,5210,VHT,16,1.17000000e+02,-7.39057982e+01,-8.79453853e+01,1.40395871e+01,4.34266712e-10,-9.36224346e+01,12345,09-Dec-2025_16-49
3.06541610e+00,5210,VHT,16,1.17000000e+02,-7.25519485e+01,-8.79453853e+01,1.53934368e+01,4.06896739e-13,-1.23905158e+02,12345,09-Dec-2025_16-49
3.06546010e+00,5210,OFDM,16,2.40000000e+01,-7.86611468e+01,-8.79453853e+01,9.28423851e+00,2.77555756e-15,-1.45566498e+02,12345,09-Dec-2025_16-49
3.06546010e+00,5210,OFDM,16,2.40000000e+01,-8.08464902e+01,-8.79453853e+01,7.09889503e+00,5.68185560e-10,-9.24550981e+01,12345,09-Dec-2025_16-49
3.06546010e+00,5210,OFDM,16,2.40000000e+01,-7.79077563e+01,-8.79453853e+01,1.00376290e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06546010e+00,5210,OFDM,16,2.40000000e+01,-7.64971016e+01,-8.79453853e+01,1.14482836e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06546010e+00,5210,OFDM,16,2.40000000e+01,-8.04789346e+01,-8.79453853e+01,7.46645070e+00,1.06364405e-10,-9.97320369e+01,12345,09-Dec-2025_16-49
3.06629010e+00,5210,VHT,16,1.17000000e+02,-7.79929170e+01,-8.79453853e+01,9.95246827e+00,4.95398567e-05,-4.30504525e+01,12345,09-Dec-2025_16-49
3.06629010e+00,5210,VHT,16,1.17000000e+02,-7.59232495e+01,-8.79453853e+01,1.20221358e+01,6.20829142e-07,-6.20702791e+01,12345,09-Dec-2025_16-49
3.06629010e+00,5210,VHT,16,1.17000000e+02,-7.64583701e+01,-8.79453853e+01,1.14870152e+01,2.62376136e-06,-5.58107567e+01,12345,09-Dec-2025_16-49
3.06633410e+00,5210,OFDM,16,2.40000000e+01,-8.06725149e+01,-8.79453853e+01,7.27287039e+00,2.61328660e-10,-9.58281296e+01,12345,09-Dec-2025_16-49
3.06633410e+00,5210,OFDM,16,2.40000000e+01,-7.76777098e+01,-8.79453853e+01,1.02676755e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06633410e+00,5210,OFDM,16,2.40000000e+01,-7.85883197e+01,-8.79453853e+01,9.35706556e+00,1.66533454e-15,-1.47784985e+02,12345,09-Dec-2025_16-49
3.06633410e+00,5210,OFDM,16,2.40000000e+01,-7.70346927e+01,-8.79453853e+01,1.09106926e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06694746e+00,5210,OFDM,4,1.20000000e+01,-7.69587760e+01,-8.79453853e+01,1.09866093e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06737446e+00,5210,OFDM,2,6.00000000e+00,-7.90126161e+01,-8.79453853e+01,8.93276918e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06737446e+00,5210,OFDM,2,6.00000000e+00,-7.86395363e+01,-8.79453853e+01,9.30584900e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06737446e+00,5210,OFDM,2,6.00000000e+00,-7.71982423e+01,-8.79453853e+01,1.07471430e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06798510e+00,5210,OFDM,2,6.00000000e+00,-7.43129437e+01,-9.39659852e+01,1.96530415e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06798510e+00,5210,OFDM,2,6.00000000e+00,-7.86077791e+01,-9.39659852e+01,1.53582061e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06798510e+00,5210,OFDM,2,6.00000000e+00,-7.37095193e+01,-9.39659852e+01,2.02564659e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06798510e+00,5210,OFDM,2,6.00000000e+00,-7.40330973e+01,-9.39659852e+01,1.99328879e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06804510e+00,5210,OFDM,2,6.00000000e+00,-7.39663363e+01,-9.39659852e+01,1.99996489e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06804510e+00,5210,OFDM,2,6.00000000e+00,-8.00193365e+01,-9.39659852e+01,1.39466487e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06804511e+00,5210,OFDM,2,6.00000000e+00,-7.96143794e+01,-9.39659852e+01,1.43516058e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06804511e+00,5210,OFDM,2,6.00000000e+00,-7.94866743e+01,-9.39659852e+01,1.44793109e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06811311e+00,5210,OFDM,2,6.00000000e+00,-7.59437600e+01,-8.22190528e+01,6.27529278e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06811311e+00,5210,OFDM,2,6.00000000e+00,-7.88884917e+01,-8.16303474e+01,2.74185576e+00,1.19461924e-08,-7.92277049e+01,12345,09-Dec-2025_16-49
3.06830311e+00,5210,OFDM,2,6.00000000e+00,-7.69032439e+01,-9.39659852e+01,1.70627413e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06830311e+00,5210,OFDM,2,6.00000000e+00,-7.34832281e+01,-9.39659852e+01,2.04827571e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06865110e+00,5210,OFDM,2,6.00000000e+00,-8.10961548e+01,-9.39659852e+01,1.28698304e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06865110e+00,5210,OFDM,2,6.00000000e+00,-7.66061128e+01,-9.39659852e+01,1.73598724e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06865110e+00,5210,OFDM,2,6.00000000e+00,-7.59092496e+01,-9.12462618e+01,1.53370122e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06865111e+00,5210,OFDM,2,6.00000000e+00,-7.73514378e+01,-9.39659852e+01,1.66145474e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06868609e+00,5210,OFDM,4,1.20000000e+01,-7.52818029e+01,-8.79453853e+01,1.26635824e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06898111e+00,5210,OFDM,2,6.00000000e+00,-7.94959978e+01,-9.39659852e+01,1.44699874e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06898111e+00,5210,OFDM,2,6.00000000e+00,-7.90284781e+01,-9.39659852e+01,1.49375071e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06898111e+00,5210,OFDM,2,6.00000000e+00,-7.48847765e+01,-9.39659852e+01,1.90812086e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06898111e+00,5210,OFDM,2,6.00000000e+00,-7.50361821e+01,-9.39659852e+01,1.89298031e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06898111e+00,5210,OFDM,2,6.00000000e+00,-8.15767460e+01,-9.39659852e+01,1.23892392e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06904111e+00,5210,OFDM,2,6.00000000e+00,-7.77597919e+01,-9.39659852e+01,1.62061933e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06904111e+00,5210,OFDM,2,6.00000000e+00,-7.51488845e+01,-9.39659852e+01,1.88171007e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06923009e+00,5210,OFDM,4,1.20000000e+01,-7.67653256e+01,-8.51689140e+01,8.40358834e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06928410e+00,5210,OFDM,2,6.00000000e+00,-8.00290544e+01,-9.39659852e+01,1.39369307e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06928410e+00,5210,OFDM,2,6.00000000e+00,-7.92475745e+01,-9.39659852e+01,1.47184107e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06928411e+00,5210,OFDM,2,6.00000000e+00,-7.61269967e+01,-9.39659852e+01,1.78389885e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06928411e+00,5210,OFDM,2,6.00000000e+00,-7.50024919e+01,-9.39659852e+01,1.89634933e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06934411e+00,5210,OFDM,2,6.00000000e+00,-7.29202232e+01,-9.39659852e+01,2.10457620e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06934411e+00,5210,OFDM,2,6.00000000e+00,-7.75314403e+01,-9.39659852e+01,1.64345448e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06934411e+00,5210,OFDM,2,6.00000000e+00,-7.92014152e+01,-9.39659852e+01,1.47645700e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06934411e+00,5210,OFDM,2,6.00000000e+00,-7.26804771e+01,-9.39659852e+01,2.12855081e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06946609e+00,5210,OFDM,4,1.20000000e+01,-7.60927593e+01,-8.24402739e+01,6.34751460e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06963211e+00,5210,OFDM,2,6.00000000e+00,-8.12191102e+01,-9.39659852e+01,1.27468750e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06963211e+00,5210,OFDM,2,6.00000000e+00,-7.93291574e+01,-9.39659852e+01,1.46368278e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06963211e+00,5210,OFDM,2,6.00000000e+00,-7.84444708e+01,-9.39659852e+01,1.55215144e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06963211e+00,5210,OFDM,2,6.00000000e+00,-7.96782161e+01,-9.39659852e+01,1.42877691e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06975609e+00,5210,OFDM,4,1.20000000e+01,-7.78975178e+01,-8.52097289e+01,7.31221115e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06993510e+00,5210,OFDM,2,6.00000000e+00,-7.86693989e+01,-9.39659852e+01,1.52965863e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.06993511e+00,5210,OFDM,2,6.00000000e+00,-7.77807397e+01,-9.39659852e+01,1.61852455e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07019101e+00,5210,VHT,4,5.85000000e+01,-8.07974303e+01,-8.79453853e+01,7.14795501e+00,1.18054740e-09,-8.92791657e+01,12345,09-Dec-2025_16-49
3.07030110e+00,5210,OFDM,2,6.00000000e+00,-7.42841099e+01,-9.39659852e+01,1.96818753e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07030110e+00,5210,OFDM,2,6.00000000e+00,-7.86356457e+01,-9.39659852e+01,1.53303395e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07030111e+00,5210,OFDM,2,6.00000000e+00,-7.90016532e+01,-9.39659852e+01,1.49643320e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07036111e+00,5210,OFDM,2,6.00000000e+00,-7.76310309e+01,-9.39659852e+01,1.63349543e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07036111e+00,5210,OFDM,2,6.00000000e+00,-7.80361787e+01,-9.39659852e+01,1.59298065e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07036111e+00,5210,OFDM,2,6.00000000e+00,-7.53891654e+01,-9.39659852e+01,1.85768197e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07036111e+00,5210,OFDM,2,6.00000000e+00,-7.79623983e+01,-9.39659852e+01,1.60035869e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07036111e+00,5210,OFDM,2,6.00000000e+00,-8.10992107e+01,-9.39659852e+01,1.28667745e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07042911e+00,5210,OFDM,2,6.00000000e+00,-8.12753820e+01,-9.39659852e+01,1.26906032e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07042911e+00,5210,OFDM,2,6.00000000e+00,-7.38354909e+01,-9.39659852e+01,2.01304943e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07042911e+00,5210,OFDM,2,6.00000000e+00,-7.62254165e+01,-9.39659852e+01,1.77405687e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07056011e+00,5210,VHT,16,1.75500000e+02,-7.52510872e+01,-8.79453853e+01,1.26942981e+01,8.03328365e-05,-4.09510690e+01,12345,09-Dec-2025_16-49
3.07060411e+00,5210,OFDM,16,2.40000000e+01,-8.02448341e+01,-8.79453853e+01,7.70055117e+00,3.40829517e-11,-1.04674628e+02,12345,09-Dec-2025_16-49
3.07060411e+00,5210,OFDM,16,2.40000000e+01,-7.47437589e+01,-8.79453853e+01,1.32016264e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07060411e+00,5210,OFDM,16,2.40000000e+01,-8.12848297e+01,-8.79453853e+01,6.66055558e+00,3.55321058e-09,-8.44937905e+01,12345,09-Dec-2025_16-49
3.07060411e+00,5210,OFDM,16,2.40000000e+01,-7.78676087e+01,-8.79453853e+01,1.00777766e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07073701e+00,5210,VHT,4,5.85000000e+01,-7.49770066e+01,-8.79453853e+01,1.29683787e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07073702e+00,5210,VHT,4,5.85000000e+01,-7.75884921e+01,-8.79453853e+01,1.03568932e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07076311e+00,5210,VHT,16,1.75500000e+02,-7.42762182e+01,-8.79453853e+01,1.36691671e+01,2.63912278e-05,-4.57854040e+01,12345,09-Dec-2025_16-49
3.07078502e+00,5210,OFDM,4,1.20000000e+01,-7.56523235e+01,-8.79453853e+01,1.22930618e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07078502e+00,5210,OFDM,4,1.20000000e+01,-7.95843548e+01,-8.79453853e+01,8.36103049e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07129011e+00,5210,VHT,16,1.75500000e+02,-7.14138753e+01,-8.79453853e+01,1.65315099e+01,1.89166623e-09,-8.72315549e+01,12345,09-Dec-2025_16-49
3.07129011e+00,5210,VHT,16,1.75500000e+02,-7.56718774e+01,-8.79453853e+01,1.22735078e+01,8.32839005e-05,-4.07943894e+01,12345,09-Dec-2025_16-49
3.07133411e+00,5210,OFDM,16,2.40000000e+01,-7.86779425e+01,-8.79453853e+01,9.26744272e+00,3.10862447e-15,-1.45074317e+02,12345,09-Dec-2025_16-49
3.07133411e+00,5210,OFDM,16,2.40000000e+01,-7.22346167e+01,-8.79453853e+01,1.57107686e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07133411e+00,5210,OFDM,16,2.40000000e+01,-7.90041566e+01,-8.79453853e+01,8.94122865e+00,2.85327317e-14,-1.35446566e+02,12345,09-Dec-2025_16-49
3.07133411e+00,5210,OFDM,16,2.40000000e+01,-7.71039661e+01,-8.79453853e+01,1.08414192e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07133411e+00,5210,OFDM,16,2.40000000e+01,-7.90611180e+01,-8.79453853e+01,8.88426725e+00,4.11892742e-14,-1.33852159e+02,12345,09-Dec-2025_16-49
3.07152601e+00,5210,VHT,4,5.85000000e+01,-7.71238894e+01,-8.79453853e+01,1.08214958e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07152602e+00,5210,VHT,4,5.85000000e+01,-7.83842048e+01,-8.79453853e+01,9.56118044e+00,6.66133815e-16,-1.51764385e+02,12345,09-Dec-2025_16-49
3.07157402e+00,5210,OFDM,4,1.20000000e+01,-7.96981126e+01,-8.79453853e+01,8.24727267e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07169309e+00,5210,OFDM,4,1.20000000e+01,-7.60829571e+01,-8.79453853e+01,1.18624282e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07169310e+00,5210,OFDM,4,1.20000000e+01,-8.07923048e+01,-8.79453853e+01,7.15308049e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07208610e+00,5210,OFDM,2,6.00000000e+00,-7.74721678e+01,-8.79453853e+01,1.04732175e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07224810e+00,5210,OFDM,2,6.00000000e+00,-8.11578634e+01,-8.79453853e+01,6.78752191e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07224810e+00,5210,OFDM,2,6.00000000e+00,-8.08266718e+01,-8.79453853e+01,7.11871346e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07233210e+00,5210,OFDM,2,6.00000000e+00,-7.74658694e+01,-8.79453853e+01,1.04795158e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07233210e+00,5210,OFDM,2,6.00000000e+00,-7.51550252e+01,-8.79453853e+01,1.27903601e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07233210e+00,5210,OFDM,2,6.00000000e+00,-7.85528209e+01,-8.79453853e+01,9.39256441e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07233210e+00,5210,OFDM,2,6.00000000e+00,-7.89372271e+01,-8.79453853e+01,9.00815815e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07233210e+00,5210,OFDM,2,6.00000000e+00,-7.92093353e+01,-8.79453853e+01,8.73604998e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07253810e+00,5210,VHT,4,8.77500000e+01,-7.60390227e+01,-8.55324102e+01,9.49338742e+00,5.58395529e-09,-8.25305807e+01,12345,09-Dec-2025_16-49
3.07253810e+00,5210,VHT,4,8.77500000e+01,-7.66019303e+01,-8.79453853e+01,1.13434550e+01,1.93955962e-13,-1.27122969e+02,12345,09-Dec-2025_16-49
3.07253810e+00,5210,VHT,4,8.77500000e+01,-7.51240751e+01,-8.79453853e+01,1.28213102e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07273810e+00,5210,VHT,16,1.75500000e+02,-7.48617183e+01,-8.79453853e+01,1.30836670e+01,6.42938749e-05,-4.19183040e+01,12345,09-Dec-2025_16-49
3.07306110e+00,5210,VHT,4,8.77500000e+01,-7.92981574e+01,-8.65235154e+01,7.22535801e+00,1.62739274e-05,-4.78850763e+01,12345,09-Dec-2025_16-49
3.07306110e+00,5210,VHT,4,8.77500000e+01,-7.39716785e+01,-8.47524493e+01,1.07807708e+01,6.91047191e-12,-1.11604923e+02,12345,09-Dec-2025_16-49
3.07306110e+00,5210,VHT,4,8.77500000e+01,-7.97208720e+01,-8.55324102e+01,5.81153818e+00,8.31913692e-05,-4.07992173e+01,12345,09-Dec-2025_16-49
3.07306111e+00,5210,VHT,4,8.77500000e+01,-7.51797861e+01,-8.79453853e+01,1.27655992e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07306111e+00,5210,VHT,4,8.77500000e+01,-7.70006751e+01,-8.79453853e+01,1.09447101e+01,2.55295781e-12,-1.15929564e+02,12345,09-Dec-2025_16-49
3.07310910e+00,5210,OFDM,4,1.20000000e+01,-7.87294421e+01,-8.42620467e+01,5.53260465e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07310910e+00,5210,OFDM,4,1.20000000e+01,-7.57742939e+01,-8.55324102e+01,9.75811630e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07310911e+00,5210,OFDM,4,1.20000000e+01,-7.42157737e+01,-8.79453853e+01,1.37296116e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07310911e+00,5210,OFDM,4,1.20000000e+01,-7.52669615e+01,-8.79453853e+01,1.26784237e+01,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07359311e+00,5210,VHT,16,1.75500000e+02,-7.53329068e+01,-8.79453853e+01,1.26124784e+01,8.16618234e-05,-4.08798093e+01,12345,09-Dec-2025_16-49
3.07362046e+00,5210,OFDM,2,6.00000000e+00,-7.74812140e+01,-8.67784370e+01,9.29722296e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07362046e+00,5210,OFDM,2,6.00000000e+00,-7.84204115e+01,-8.44205819e+01,6.00017040e+00,2.22507386e-308,-3.07652656e+03,12345,09-Dec-2025_16-49
3.07379611e+00,5210,VHT,16,1.75500000e+02,-7.57593298e+01,-8.79453853e+01,1.21860555e+01,8.33195068e-05,-4.07925331e+01,12345,09-Dec-2025_16-49
