time_s,channel_MHz,signal_dBm,noise_dBm,SNR_dB,RandSeed,RunDateTime
0.120428,5210,-73.408475,-82.185254,8.776779,12345,26-Oct-2025_12-50
0.120428,5210,-75.563471,-78.134260,2.570790,12345,26-Oct-2025_12-50
0.120428,5210,-75.210452,-82.024964,6.814512,12345,26-Oct-2025_12-50
0.120621,5210,-73.542755,-74.111153,0.568399,12345,26-Oct-2025_12-50
0.120621,5210,-76.555265,-79.445905,2.890640,12345,26-Oct-2025_12-50
0.120621,5210,-74.831989,-79.516146,4.684157,12345,26-Oct-2025_12-50
0.120690,5210,-81.598605,-81.534828,-0.063777,12345,26-Oct-2025_12-50
0.120690,5210,-79.346772,-80.374324,1.027552,12345,26-Oct-2025_12-50
0.120690,5210,-81.032596,-84.800884,3.768288,12345,26-Oct-2025_12-50
0.120690,5210,-74.810743,-81.732287,6.921543,12345,26-Oct-2025_12-50
0.120690,5210,-75.181179,-76.964516,1.783337,12345,26-Oct-2025_12-50
0.120690,5210,-76.598226,-78.493642,1.895416,12345,26-Oct-2025_12-50
0.120859,5210,-75.223083,-79.756387,4.533304,12345,26-Oct-2025_12-50
0.120859,5210,-74.466979,-74.845538,0.378559,12345,26-Oct-2025_12-50
0.120859,5210,-74.142304,-74.859578,0.717274,12345,26-Oct-2025_12-50
0.120859,5210,-72.302743,-77.959298,5.656555,12345,26-Oct-2025_12-50
0.120859,5210,-71.269616,-72.002108,0.732492,12345,26-Oct-2025_12-50
0.120868,5210,-79.531600,-82.668740,3.137140,12345,26-Oct-2025_12-50
0.120892,5210,-72.709692,-93.965985,21.256293,12345,26-Oct-2025_12-50
0.120892,5210,-72.806475,-93.965985,21.159510,12345,26-Oct-2025_12-50
0.120967,5210,-78.694811,-82.524577,3.829766,12345,26-Oct-2025_12-50
0.120967,5210,-77.485175,-81.246660,3.761484,12345,26-Oct-2025_12-50
0.120967,5210,-79.285427,-84.267927,4.982500,12345,26-Oct-2025_12-50
0.121057,5210,-78.475843,-93.965985,15.490142,12345,26-Oct-2025_12-50
0.121094,5210,-75.525884,-77.013186,1.487302,12345,26-Oct-2025_12-50
0.121094,5210,-73.771657,-77.246023,3.474366,12345,26-Oct-2025_12-50
0.121094,5210,-73.818227,-73.458119,-0.360108,12345,26-Oct-2025_12-50
0.121094,5210,-77.071784,-78.039962,0.968179,12345,26-Oct-2025_12-50
0.121094,5210,-77.725768,-77.592225,-0.133543,12345,26-Oct-2025_12-50
0.121094,5210,-73.792081,-75.803875,2.011794,12345,26-Oct-2025_12-50
0.121094,5210,-75.306602,-75.051479,-0.255123,12345,26-Oct-2025_12-50
0.121094,5210,-71.524186,-76.485628,4.961442,12345,26-Oct-2025_12-50
0.121094,5210,-70.125609,-75.122458,4.996849,12345,26-Oct-2025_12-50
0.121121,5210,-71.140517,-80.539403,9.398885,12345,26-Oct-2025_12-50
0.121121,5210,-73.140967,-71.786008,-1.354959,12345,26-Oct-2025_12-50
0.121154,5210,-72.616975,-93.965985,21.349010,12345,26-Oct-2025_12-50
0.121259,5210,-75.587520,-93.965985,18.378465,12345,26-Oct-2025_12-50
0.121259,5210,-78.066603,-93.965985,15.899382,12345,26-Oct-2025_12-50
0.121259,5210,-81.473153,-93.965985,12.492832,12345,26-Oct-2025_12-50
0.121259,5210,-81.818940,-93.965985,12.147045,12345,26-Oct-2025_12-50
0.121259,5210,-79.675791,-93.965985,14.290194,12345,26-Oct-2025_12-50
0.121259,5210,-79.702317,-93.965985,14.263668,12345,26-Oct-2025_12-50
0.121259,5210,-79.828355,-93.965985,14.137630,12345,26-Oct-2025_12-50
0.121259,5210,-74.007772,-93.965985,19.958213,12345,26-Oct-2025_12-50
0.121259,5210,-77.568104,-93.965985,16.397881,12345,26-Oct-2025_12-50
0.121319,5210,-80.164772,-93.965985,13.801213,12345,26-Oct-2025_12-50
0.121319,5210,-77.973640,-93.965985,15.992345,12345,26-Oct-2025_12-50
0.121319,5210,-75.476401,-93.965985,18.489584,12345,26-Oct-2025_12-50
0.121319,5210,-76.480687,-93.965985,17.485298,12345,26-Oct-2025_12-50
0.121319,5210,-81.515460,-93.965985,12.450525,12345,26-Oct-2025_12-50
0.121319,5210,-77.131924,-93.965985,16.834061,12345,26-Oct-2025_12-50
0.121319,5210,-75.931941,-93.965985,18.034044,12345,26-Oct-2025_12-50
0.121319,5210,-76.814086,-93.965985,17.151899,12345,26-Oct-2025_12-50
0.121377,5210,-78.307898,-84.008254,5.700356,12345,26-Oct-2025_12-50
0.121377,5210,-76.261011,-85.794954,9.533943,12345,26-Oct-2025_12-50
0.121377,5210,-74.462643,-83.308670,8.846028,12345,26-Oct-2025_12-50
0.121377,5210,-76.979591,-83.141717,6.162126,12345,26-Oct-2025_12-50
0.121387,5210,-80.322383,-93.965985,13.643602,12345,26-Oct-2025_12-50
0.121387,5210,-78.870089,-93.965985,15.095896,12345,26-Oct-2025_12-50
0.121387,5210,-77.745273,-93.965985,16.220713,12345,26-Oct-2025_12-50
0.121387,5210,-77.389031,-93.965985,16.576954,12345,26-Oct-2025_12-50
0.121387,5210,-75.522229,-93.965985,18.443756,12345,26-Oct-2025_12-50
0.121387,5210,-79.264024,-93.965985,14.701961,12345,26-Oct-2025_12-50
0.121387,5210,-72.672046,-93.965985,21.293939,12345,26-Oct-2025_12-50
0.121387,5210,-77.113618,-93.965985,16.852367,12345,26-Oct-2025_12-50
0.121412,5210,-76.421981,-93.965985,17.544005,12345,26-Oct-2025_12-50
0.121412,5210,-76.777666,-93.965985,17.188319,12345,26-Oct-2025_12-50
0.121412,5210,-72.642096,-93.965985,21.323889,12345,26-Oct-2025_12-50
0.121412,5210,-76.070976,-93.965985,17.895009,12345,26-Oct-2025_12-50
0.121412,5210,-77.440219,-93.965985,16.525766,12345,26-Oct-2025_12-50
0.121412,5210,-74.537507,-93.965985,19.428478,12345,26-Oct-2025_12-50
0.121412,5210,-77.451810,-93.965985,16.514175,12345,26-Oct-2025_12-50
0.121412,5210,-74.654881,-93.965985,19.311104,12345,26-Oct-2025_12-50
0.121412,5210,-79.569298,-93.965985,14.396687,12345,26-Oct-2025_12-50
0.121412,5210,-78.470666,-93.965985,15.495319,12345,26-Oct-2025_12-50
0.121412,5210,-76.946023,-93.965985,17.019962,12345,26-Oct-2025_12-50
0.121412,5210,-72.467800,-93.965985,21.498185,12345,26-Oct-2025_12-50
0.121412,5210,-79.744021,-93.965985,14.221964,12345,26-Oct-2025_12-50
0.121412,5210,-74.443994,-93.965985,19.521991,12345,26-Oct-2025_12-50
0.121412,5210,-74.270255,-93.965985,19.695730,12345,26-Oct-2025_12-50
0.121412,5210,-75.531490,-93.965985,18.434495,12345,26-Oct-2025_12-50
0.121412,5210,-74.248779,-93.965985,19.717206,12345,26-Oct-2025_12-50
0.121472,5210,-80.444015,-85.216552,4.772537,12345,26-Oct-2025_12-50
0.121472,5210,-78.253037,-82.290150,4.037113,12345,26-Oct-2025_12-50
0.121472,5210,-77.938732,-83.832796,5.894064,12345,26-Oct-2025_12-50
0.121472,5210,-80.937445,-86.724909,5.787464,12345,26-Oct-2025_12-50
0.121589,5210,-75.298395,-79.989939,4.691544,12345,26-Oct-2025_12-50
0.121597,5210,-73.739391,-93.965985,20.226594,12345,26-Oct-2025_12-50
0.121597,5210,-75.347141,-93.965985,18.618845,12345,26-Oct-2025_12-50
0.121597,5210,-74.976106,-93.965985,18.989879,12345,26-Oct-2025_12-50
0.121597,5210,-77.410772,-93.965985,16.555213,12345,26-Oct-2025_12-50
0.121597,5210,-75.339805,-93.965985,18.626180,12345,26-Oct-2025_12-50
0.121597,5210,-72.674356,-93.965985,21.291629,12345,26-Oct-2025_12-50
0.121597,5210,-72.127577,-93.965985,21.838408,12345,26-Oct-2025_12-50
0.121818,5210,-80.003958,-79.406148,-0.597810,12345,26-Oct-2025_12-50
0.121818,5210,-77.536976,-79.081070,1.544095,12345,26-Oct-2025_12-50
0.121818,5210,-72.305353,-75.368949,3.063597,12345,26-Oct-2025_12-50
0.121826,5210,-74.537182,-93.965985,19.428803,12345,26-Oct-2025_12-50
0.121826,5210,-77.060230,-93.965985,16.905755,12345,26-Oct-2025_12-50
0.121826,5210,-74.974004,-93.965985,18.991981,12345,26-Oct-2025_12-50
0.121826,5210,-77.373081,-93.965985,16.592904,12345,26-Oct-2025_12-50
0.121826,5210,-76.101960,-93.965985,17.864025,12345,26-Oct-2025_12-50
0.121826,5210,-71.114721,-93.965985,22.851264,12345,26-Oct-2025_12-50
0.121826,5210,-79.065783,-93.965985,14.900202,12345,26-Oct-2025_12-50
0.121826,5210,-77.357535,-93.965985,16.608450,12345,26-Oct-2025_12-50
0.121826,5210,-77.963394,-93.965985,16.002591,12345,26-Oct-2025_12-50
0.121826,5210,-75.849429,-93.965985,18.116557,12345,26-Oct-2025_12-50
0.121826,5210,-75.936958,-93.965985,18.029027,12345,26-Oct-2025_12-50
0.121826,5210,-78.624522,-93.965985,15.341463,12345,26-Oct-2025_12-50
0.121826,5210,-75.533144,-93.965985,18.432841,12345,26-Oct-2025_12-50
0.121826,5210,-76.986406,-93.965985,16.979580,12345,26-Oct-2025_12-50
0.121826,5210,-81.460635,-93.965985,12.505350,12345,26-Oct-2025_12-50
0.121826,5210,-73.235029,-93.965985,20.730956,12345,26-Oct-2025_12-50
0.121826,5210,-73.037032,-93.965985,20.928953,12345,26-Oct-2025_12-50
0.121826,5210,-80.006130,-93.965985,13.959855,12345,26-Oct-2025_12-50
0.121826,5210,-80.793198,-93.965985,13.172787,12345,26-Oct-2025_12-50
0.121826,5210,-78.658750,-93.965985,15.307235,12345,26-Oct-2025_12-50
0.121826,5210,-77.787199,-93.965985,16.178786,12345,26-Oct-2025_12-50
0.121826,5210,-77.078427,-93.965985,16.887559,12345,26-Oct-2025_12-50
0.121826,5210,-78.590703,-93.965985,15.375282,12345,26-Oct-2025_12-50
0.121826,5210,-74.912135,-93.965985,19.053850,12345,26-Oct-2025_12-50
0.121826,5210,-81.098275,-93.965985,12.867710,12345,26-Oct-2025_12-50
0.121826,5210,-72.625876,-93.965985,21.340109,12345,26-Oct-2025_12-50
0.121886,5210,-74.666984,-93.965985,19.299001,12345,26-Oct-2025_12-50
0.121886,5210,-72.213116,-93.965985,21.752870,12345,26-Oct-2025_12-50
0.121886,5210,-76.960781,-93.965985,17.005204,12345,26-Oct-2025_12-50
0.121886,5210,-77.915146,-93.965985,16.050839,12345,26-Oct-2025_12-50
0.121886,5210,-75.848712,-93.965985,18.117273,12345,26-Oct-2025_12-50
0.121886,5210,-72.100069,-93.965985,21.865917,12345,26-Oct-2025_12-50
0.121886,5210,-79.227640,-93.965985,14.738345,12345,26-Oct-2025_12-50
0.121886,5210,-77.800578,-93.965985,16.165407,12345,26-Oct-2025_12-50
0.121886,5210,-78.458291,-93.965985,15.507694,12345,26-Oct-2025_12-50
0.121886,5210,-80.966916,-93.965985,12.999069,12345,26-Oct-2025_12-50
0.121886,5210,-75.237719,-93.965985,18.728266,12345,26-Oct-2025_12-50
0.121886,5210,-75.257072,-93.965985,18.708913,12345,26-Oct-2025_12-50
0.121886,5210,-80.465221,-93.965985,13.500765,12345,26-Oct-2025_12-50
0.121886,5210,-76.778786,-93.965985,17.187199,12345,26-Oct-2025_12-50
0.121886,5210,-79.278926,-93.965985,14.687059,12345,26-Oct-2025_12-50
0.121886,5210,-80.221691,-93.965985,13.744294,12345,26-Oct-2025_12-50
0.121886,5210,-75.249334,-93.965985,18.716652,12345,26-Oct-2025_12-50
0.121886,5210,-78.621577,-93.965985,15.344408,12345,26-Oct-2025_12-50
0.121886,5210,-79.484788,-93.965985,14.481198,12345,26-Oct-2025_12-50
0.121886,5210,-77.473038,-93.965985,16.492947,12345,26-Oct-2025_12-50
0.121886,5210,-81.312071,-93.965985,12.653914,12345,26-Oct-2025_12-50
0.121886,5210,-81.332519,-93.965985,12.633466,12345,26-Oct-2025_12-50
0.121886,5210,-73.700180,-93.965985,20.265806,12345,26-Oct-2025_12-50
0.121886,5210,-79.123097,-93.965985,14.842888,12345,26-Oct-2025_12-50
0.121886,5210,-74.661777,-93.965985,19.304208,12345,26-Oct-2025_12-50
0.121954,5210,-77.728253,-93.965985,16.237732,12345,26-Oct-2025_12-50
0.121954,5210,-74.025503,-93.965985,19.940482,12345,26-Oct-2025_12-50
0.121954,5210,-78.759309,-93.965985,15.206676,12345,26-Oct-2025_12-50
0.121954,5210,-79.748976,-93.965985,14.217009,12345,26-Oct-2025_12-50
0.121954,5210,-75.569411,-93.965985,18.396574,12345,26-Oct-2025_12-50
0.121954,5210,-77.527850,-93.965985,16.438135,12345,26-Oct-2025_12-50
0.121954,5210,-78.260370,-93.965985,15.705615,12345,26-Oct-2025_12-50
0.121954,5210,-73.720319,-93.965985,20.245666,12345,26-Oct-2025_12-50
0.121954,5210,-75.695013,-93.965985,18.270972,12345,26-Oct-2025_12-50
0.121954,5210,-76.639858,-93.965985,17.326127,12345,26-Oct-2025_12-50
0.121954,5210,-73.742908,-93.965985,20.223077,12345,26-Oct-2025_12-50
0.121954,5210,-79.014119,-93.965985,14.951866,12345,26-Oct-2025_12-50
0.121954,5210,-76.174989,-93.965985,17.790996,12345,26-Oct-2025_12-50
0.121954,5210,-80.763381,-93.965985,13.202604,12345,26-Oct-2025_12-50
0.121954,5210,-75.788527,-93.965985,18.177458,12345,26-Oct-2025_12-50
0.121954,5210,-70.531962,-93.965985,23.434023,12345,26-Oct-2025_12-50
0.121954,5210,-78.739974,-93.965985,15.226011,12345,26-Oct-2025_12-50
0.121954,5210,-80.027172,-93.965985,13.938813,12345,26-Oct-2025_12-50
0.121954,5210,-74.904140,-93.965985,19.061846,12345,26-Oct-2025_12-50
0.121954,5210,-78.001108,-93.965985,15.964877,12345,26-Oct-2025_12-50
0.121954,5210,-77.375760,-93.965985,16.590225,12345,26-Oct-2025_12-50
0.121954,5210,-77.478335,-93.965985,16.487650,12345,26-Oct-2025_12-50
0.122092,5210,-75.083249,-89.929088,14.845839,12345,26-Oct-2025_12-50
0.122092,5210,-74.314942,-82.562356,8.247415,12345,26-Oct-2025_12-50
0.122092,5210,-80.056216,-79.825224,-0.230992,12345,26-Oct-2025_12-50
0.122092,5210,-78.726397,-81.858884,3.132487,12345,26-Oct-2025_12-50
0.122092,5210,-75.297187,-78.805171,3.507984,12345,26-Oct-2025_12-50
0.122092,5210,-76.053338,-80.121024,4.067686,12345,26-Oct-2025_12-50
0.122156,5210,-73.797911,-74.067256,0.269344,12345,26-Oct-2025_12-50
0.122156,5210,-75.543982,-74.977164,-0.566818,12345,26-Oct-2025_12-50
0.122156,5210,-73.223006,-74.154151,0.931145,12345,26-Oct-2025_12-50
0.122156,5210,-73.526165,-76.777438,3.251273,12345,26-Oct-2025_12-50
0.122156,5210,-74.650064,-75.116567,0.466503,12345,26-Oct-2025_12-50
0.122156,5210,-79.162235,-81.218474,2.056239,12345,26-Oct-2025_12-50
0.122174,5210,-75.131337,-77.595853,2.464517,12345,26-Oct-2025_12-50
0.122174,5210,-73.083992,-76.871123,3.787130,12345,26-Oct-2025_12-50
0.122174,5210,-74.822681,-80.171970,5.349289,12345,26-Oct-2025_12-50
0.122192,5210,-75.732837,-93.965985,18.233148,12345,26-Oct-2025_12-50
0.122192,5210,-74.409173,-93.965985,19.556812,12345,26-Oct-2025_12-50
0.122368,5210,-80.781106,-93.965985,13.184879,12345,26-Oct-2025_12-50
0.122368,5210,-81.888077,-93.965985,12.077908,12345,26-Oct-2025_12-50
0.122368,5210,-78.620673,-93.965985,15.345313,12345,26-Oct-2025_12-50
0.122368,5210,-81.222443,-93.965985,12.743542,12345,26-Oct-2025_12-50
0.122368,5210,-77.509970,-93.965985,16.456016,12345,26-Oct-2025_12-50
0.122368,5210,-81.477257,-93.965985,12.488728,12345,26-Oct-2025_12-50
0.122368,5210,-81.025340,-93.965985,12.940645,12345,26-Oct-2025_12-50
0.122403,5210,-78.564944,-85.434952,6.870008,12345,26-Oct-2025_12-50
0.122403,5210,-75.355863,-80.631811,5.275948,12345,26-Oct-2025_12-50
0.122403,5210,-72.723302,-79.825761,7.102459,12345,26-Oct-2025_12-50
0.122403,5210,-72.705294,-77.638877,4.933583,12345,26-Oct-2025_12-50
0.122403,5210,-73.799810,-81.246057,7.446247,12345,26-Oct-2025_12-50
0.122403,5210,-80.533945,-85.297799,4.763854,12345,26-Oct-2025_12-50
0.122403,5210,-74.907276,-83.063765,8.156489,12345,26-Oct-2025_12-50
0.122403,5210,-76.046018,-83.592130,7.546112,12345,26-Oct-2025_12-50
0.122403,5210,-76.729438,-86.496475,9.767037,12345,26-Oct-2025_12-50
0.122403,5210,-79.730325,-88.403296,8.672971,12345,26-Oct-2025_12-50
0.122403,5210,-74.748767,-79.139120,4.390353,12345,26-Oct-2025_12-50
0.122403,5210,-76.068035,-82.048465,5.980430,12345,26-Oct-2025_12-50
0.122403,5210,-77.761686,-93.965985,16.204299,12345,26-Oct-2025_12-50
0.122403,5210,-76.234864,-93.965985,17.731121,12345,26-Oct-2025_12-50
0.122403,5210,-72.978837,-93.965985,20.987148,12345,26-Oct-2025_12-50
0.122428,5210,-80.539251,-93.965985,13.426734,12345,26-Oct-2025_12-50
0.122428,5210,-76.438401,-93.965985,17.527584,12345,26-Oct-2025_12-50
0.122428,5210,-79.117773,-93.965985,14.848212,12345,26-Oct-2025_12-50
0.122428,5210,-73.494131,-93.965985,20.471855,12345,26-Oct-2025_12-50
0.122428,5210,-81.126069,-93.965985,12.839916,12345,26-Oct-2025_12-50
0.122428,5210,-79.672798,-93.965985,14.293187,12345,26-Oct-2025_12-50
0.122428,5210,-74.577399,-93.965985,19.388586,12345,26-Oct-2025_12-50
0.122428,5210,-78.985748,-93.965985,14.980237,12345,26-Oct-2025_12-50
0.122463,5210,-78.144035,-93.965985,15.821950,12345,26-Oct-2025_12-50
0.122463,5210,-76.238408,-93.965985,17.727577,12345,26-Oct-2025_12-50
0.122463,5210,-75.646405,-93.965985,18.319580,12345,26-Oct-2025_12-50
0.122463,5210,-77.051179,-93.965985,16.914806,12345,26-Oct-2025_12-50
0.122463,5210,-79.530788,-93.965985,14.435197,12345,26-Oct-2025_12-50
0.122463,5210,-73.509227,-93.965985,20.456758,12345,26-Oct-2025_12-50
0.122463,5210,-78.573464,-93.965985,15.392521,12345,26-Oct-2025_12-50
0.122463,5210,-79.098561,-93.965985,14.867424,12345,26-Oct-2025_12-50
0.122463,5210,-74.633366,-93.965985,19.332620,12345,26-Oct-2025_12-50
0.122463,5210,-78.785724,-93.965985,15.180262,12345,26-Oct-2025_12-50
0.122463,5210,-78.586105,-93.965985,15.379880,12345,26-Oct-2025_12-50
0.122463,5210,-77.002835,-93.965985,16.963150,12345,26-Oct-2025_12-50
0.122463,5210,-75.276961,-93.965985,18.689024,12345,26-Oct-2025_12-50
0.122463,5210,-81.845886,-93.965985,12.120100,12345,26-Oct-2025_12-50
0.122463,5210,-78.414116,-93.965985,15.551870,12345,26-Oct-2025_12-50
0.122463,5210,-70.071571,-93.965985,23.894414,12345,26-Oct-2025_12-50
0.122463,5210,-77.659942,-93.965985,16.306043,12345,26-Oct-2025_12-50
0.122463,5210,-71.527250,-93.965985,22.438735,12345,26-Oct-2025_12-50
0.122463,5210,-75.666370,-93.965985,18.299616,12345,26-Oct-2025_12-50
0.122463,5210,-77.041847,-93.965985,16.924138,12345,26-Oct-2025_12-50
0.122463,5210,-79.591119,-93.965985,14.374866,12345,26-Oct-2025_12-50
0.122463,5210,-78.112644,-93.965985,15.853342,12345,26-Oct-2025_12-50
0.122463,5210,-78.654038,-93.965985,15.311947,12345,26-Oct-2025_12-50
0.122463,5210,-75.056143,-93.965985,18.909842,12345,26-Oct-2025_12-50
0.122463,5210,-81.868102,-93.965985,12.097884,12345,26-Oct-2025_12-50
0.122463,5210,-78.420795,-93.965985,15.545191,12345,26-Oct-2025_12-50
0.122496,5210,-72.875679,-93.965985,21.090306,12345,26-Oct-2025_12-50
0.122496,5210,-70.427889,-93.965985,23.538096,12345,26-Oct-2025_12-50
0.122496,5210,-74.896353,-93.965985,19.069632,12345,26-Oct-2025_12-50
0.122496,5210,-76.462884,-93.965985,17.503101,12345,26-Oct-2025_12-50
0.122496,5210,-76.734173,-93.965985,17.231812,12345,26-Oct-2025_12-50
0.122496,5210,-81.356816,-93.965985,12.609169,12345,26-Oct-2025_12-50
0.122496,5210,-75.641152,-93.965985,18.324833,12345,26-Oct-2025_12-50
0.122496,5210,-76.796704,-93.965985,17.169281,12345,26-Oct-2025_12-50
0.122496,5210,-78.848765,-93.965985,15.117221,12345,26-Oct-2025_12-50
0.122496,5210,-79.836488,-93.965985,14.129497,12345,26-Oct-2025_12-50
0.122531,5210,-74.685691,-93.965985,19.280294,12345,26-Oct-2025_12-50
0.122531,5210,-74.603621,-93.965985,19.362364,12345,26-Oct-2025_12-50
0.122531,5210,-77.544121,-93.965985,16.421865,12345,26-Oct-2025_12-50
0.122531,5210,-79.091166,-93.965985,14.874820,12345,26-Oct-2025_12-50
0.122531,5210,-77.317912,-93.965985,16.648073,12345,26-Oct-2025_12-50
0.122531,5210,-79.807930,-93.965985,14.158055,12345,26-Oct-2025_12-50
0.122531,5210,-74.871447,-93.965985,19.094538,12345,26-Oct-2025_12-50
0.122531,5210,-73.113514,-93.965985,20.852471,12345,26-Oct-2025_12-50
0.122531,5210,-75.085947,-93.965985,18.880039,12345,26-Oct-2025_12-50
0.122531,5210,-79.745289,-93.965985,14.220696,12345,26-Oct-2025_12-50
0.122531,5210,-81.014798,-93.965985,12.951188,12345,26-Oct-2025_12-50
0.122531,5210,-79.196659,-93.965985,14.769327,12345,26-Oct-2025_12-50
0.122531,5210,-76.378396,-93.965985,17.587589,12345,26-Oct-2025_12-50
0.122531,5210,-77.008068,-93.965985,16.957917,12345,26-Oct-2025_12-50
0.122531,5210,-79.404535,-93.965985,14.561451,12345,26-Oct-2025_12-50
0.122531,5210,-75.154709,-93.965985,18.811276,12345,26-Oct-2025_12-50
0.122531,5210,-76.797837,-93.965985,17.168148,12345,26-Oct-2025_12-50
0.122531,5210,-76.762818,-93.965985,17.203168,12345,26-Oct-2025_12-50
0.122531,5210,-75.651283,-93.965985,18.314702,12345,26-Oct-2025_12-50
0.122531,5210,-80.558773,-93.965985,13.407212,12345,26-Oct-2025_12-50
0.122531,5210,-81.978931,-93.965985,11.987054,12345,26-Oct-2025_12-50
0.122531,5210,-73.662025,-93.965985,20.303960,12345,26-Oct-2025_12-50
0.122531,5210,-80.418910,-93.965985,13.547075,12345,26-Oct-2025_12-50
0.122531,5210,-75.283976,-93.965985,18.682009,12345,26-Oct-2025_12-50
0.122531,5210,-77.546677,-93.965985,16.419308,12345,26-Oct-2025_12-50
0.122531,5210,-73.968701,-93.965985,19.997284,12345,26-Oct-2025_12-50
0.122707,5210,-76.090870,-76.266672,0.175802,12345,26-Oct-2025_12-50
0.122707,5210,-72.919267,-81.005432,8.086165,12345,26-Oct-2025_12-50
0.122707,5210,-71.486400,-74.958348,3.471948,12345,26-Oct-2025_12-50
0.122707,5210,-74.330142,-83.162178,8.832036,12345,26-Oct-2025_12-50
0.122707,5210,-80.705241,-81.896739,1.191498,12345,26-Oct-2025_12-50
0.122707,5210,-77.769355,-76.175241,-1.594114,12345,26-Oct-2025_12-50
0.122707,5210,-77.092351,-77.675786,0.583435,12345,26-Oct-2025_12-50
0.122707,5210,-72.587210,-79.267620,6.680410,12345,26-Oct-2025_12-50
0.122733,5210,-72.601953,-77.196982,4.595028,12345,26-Oct-2025_12-50
0.122733,5210,-71.283004,-76.276290,4.993285,12345,26-Oct-2025_12-50
0.122733,5210,-71.870361,-80.848226,8.977866,12345,26-Oct-2025_12-50
0.122733,5210,-74.597788,-74.805131,0.207343,12345,26-Oct-2025_12-50
0.122733,5210,-73.336390,-75.387710,2.051320,12345,26-Oct-2025_12-50
0.122733,5210,-75.337301,-74.466899,-0.870403,12345,26-Oct-2025_12-50
0.122733,5210,-72.937722,-74.861500,1.923778,12345,26-Oct-2025_12-50
0.122733,5210,-70.864588,-79.379929,8.515341,12345,26-Oct-2025_12-50
0.122733,5210,-72.452801,-79.123158,6.670357,12345,26-Oct-2025_12-50
0.122733,5210,-76.154326,-78.439182,2.284855,12345,26-Oct-2025_12-50
0.122733,5210,-75.837652,-79.589683,3.752031,12345,26-Oct-2025_12-50
0.122733,5210,-73.432269,-75.413093,1.980825,12345,26-Oct-2025_12-50
0.122767,5210,-76.830610,-93.965985,17.135375,12345,26-Oct-2025_12-50
0.122767,5210,-80.986527,-93.965985,12.979458,12345,26-Oct-2025_12-50
0.122767,5210,-75.586325,-93.965985,18.379660,12345,26-Oct-2025_12-50
0.122767,5210,-75.584301,-93.965985,18.381684,12345,26-Oct-2025_12-50
