time_s,channel_MHz,Modulation,ConstellationSize,PhyRate_Mbps,signal_dBm,noise_dBm,SNR_dB,BER,RandSeed,RunDateTime
2.457145,5210,OFDM,4,12.000000,-81.256395,-87.945385,6.688991,0.000000,12345,24-Oct-2025_09-34
2.457145,5210,OFDM,4,12.000000,-77.137782,-87.945385,10.807603,0.000000,12345,24-Oct-2025_09-34
2.457145,5210,OFDM,4,12.000000,-80.743737,-87.945385,7.201648,0.000000,12345,24-Oct-2025_09-34
2.457327,5210,OFDM,4,12.000000,-72.713383,-87.945385,15.232002,0.000000,12345,24-Oct-2025_09-34
2.457327,5210,OFDM,4,12.000000,-78.086876,-87.945385,9.858509,0.000000,12345,24-Oct-2025_09-34
2.457327,5210,OFDM,4,12.000000,-79.854609,-87.945385,8.090776,0.000000,12345,24-Oct-2025_09-34
2.457327,5210,OFDM,4,12.000000,-76.907242,-87.945385,11.038143,0.000000,12345,24-Oct-2025_09-34
2.459264,5210,OFDM,4,12.000000,-77.654562,-87.945385,10.290824,0.000000,12345,24-Oct-2025_09-34
2.459264,5210,OFDM,4,12.000000,-81.415505,-87.945385,6.529880,0.000000,12345,24-Oct-2025_09-34
2.459264,5210,OFDM,4,12.000000,-79.979522,-87.945385,7.965863,0.000000,12345,24-Oct-2025_09-34
2.459264,5210,OFDM,4,12.000000,-81.892071,-87.945385,6.053315,0.000000,12345,24-Oct-2025_09-34
2.460118,5210,VHT,16,117.000000,-74.637391,-86.990515,12.353124,0.000000,12345,24-Oct-2025_09-34
2.460139,5210,VHT,4,87.750000,-78.324543,-87.945385,9.620842,0.000000,12345,24-Oct-2025_09-34
2.460139,5210,VHT,4,87.750000,-80.433904,-87.945385,7.511481,0.000008,12345,24-Oct-2025_09-34
2.460142,5210,VHT,4,87.750000,-77.580288,-87.945385,10.365098,0.000000,12345,24-Oct-2025_09-34
2.460142,5210,VHT,4,87.750000,-80.445235,-87.945385,7.500150,0.000008,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-73.018565,-87.945385,14.926821,0.000000,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-74.572470,-87.945385,13.372915,0.000000,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-75.888135,-87.945385,12.057250,0.000000,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-78.824442,-87.945385,9.120943,0.000000,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-79.813811,-87.945385,8.131574,0.000000,12345,24-Oct-2025_09-34
2.460190,5210,OFDM,4,12.000000,-79.629223,-87.945385,8.316163,0.000000,12345,24-Oct-2025_09-34
2.460274,5210,OFDM,16,24.000000,-79.208487,-87.945385,8.736898,0.000000,12345,24-Oct-2025_09-34
2.460274,5210,OFDM,16,24.000000,-77.006624,-87.945385,10.938761,0.000000,12345,24-Oct-2025_09-34
2.460274,5210,OFDM,16,24.000000,-77.127749,-87.945385,10.817636,0.000000,12345,24-Oct-2025_09-34
2.460322,5210,OFDM,16,24.000000,-78.576940,-87.945385,9.368445,0.000000,12345,24-Oct-2025_09-34
2.460322,5210,OFDM,16,24.000000,-75.215308,-87.945385,12.730078,0.000000,12345,24-Oct-2025_09-34
2.460322,5210,OFDM,16,24.000000,-75.254329,-87.945385,12.691056,0.000000,12345,24-Oct-2025_09-34
2.460322,5210,OFDM,16,24.000000,-75.153269,-87.945385,12.792116,0.000000,12345,24-Oct-2025_09-34
2.460322,5210,OFDM,16,24.000000,-76.241103,-87.945385,11.704282,0.000000,12345,24-Oct-2025_09-34
2.460531,5210,VHT,16,117.000000,-78.080014,-87.945385,9.865371,0.000054,12345,24-Oct-2025_09-34
2.460621,5210,VHT,4,87.750000,-76.952856,-87.945385,10.992529,0.000000,12345,24-Oct-2025_09-34
2.460621,5210,VHT,4,87.750000,-76.152938,-87.945385,11.792447,0.000000,12345,24-Oct-2025_09-34
2.460621,5210,VHT,4,87.750000,-79.911248,-87.945385,8.034137,0.000002,12345,24-Oct-2025_09-34
2.460621,5210,VHT,4,87.750000,-77.665056,-87.945385,10.280330,0.000000,12345,24-Oct-2025_09-34
2.460669,5210,OFDM,4,12.000000,-74.312124,-86.863931,12.551807,0.000000,12345,24-Oct-2025_09-34
2.460669,5210,OFDM,4,12.000000,-81.685477,-87.945385,6.259909,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,OFDM,4,12.000000,-78.762981,-83.389841,4.626860,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-76.696098,-87.945385,11.249288,0.000005,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-76.696098,-87.945385,11.249288,0.000005,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-76.696098,-87.945385,11.249288,0.000005,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-76.696098,-87.945385,11.249288,0.000005,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-76.696098,-87.945385,11.249288,0.000005,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-71.718958,-87.945385,16.226427,0.000000,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461191,5210,VHT,16,117.000000,-77.131619,-87.945385,10.813766,0.000012,12345,24-Oct-2025_09-34
2.461446,5210,OFDM,16,24.000000,-79.418284,-87.945385,8.527101,0.000000,12345,24-Oct-2025_09-34
2.461446,5210,OFDM,16,24.000000,-78.734598,-87.945385,9.210787,0.000000,12345,24-Oct-2025_09-34
2.461446,5210,OFDM,16,24.000000,-79.502301,-87.945385,8.443084,0.000000,12345,24-Oct-2025_09-34
2.461494,5210,OFDM,16,24.000000,-74.286998,-87.945385,13.658387,0.000000,12345,24-Oct-2025_09-34
2.461494,5210,OFDM,16,24.000000,-79.053694,-87.945385,8.891692,0.000000,12345,24-Oct-2025_09-34
2.461494,5210,OFDM,16,24.000000,-78.820221,-87.945385,9.125164,0.000000,12345,24-Oct-2025_09-34
2.461494,5210,OFDM,16,24.000000,-76.949607,-87.945385,10.995778,0.000000,12345,24-Oct-2025_09-34
2.461494,5210,OFDM,16,24.000000,-81.033424,-87.945385,6.911961,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-78.265118,-87.945385,9.680268,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-74.839347,-87.945385,13.106038,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462327,5210,VHT,4,87.750000,-76.461313,-87.945385,11.484072,0.000000,12345,24-Oct-2025_09-34
2.462560,5210,VHT,16,117.000000,-76.374039,-87.945385,11.571346,0.000002,12345,24-Oct-2025_09-34
2.462604,5210,OFDM,16,24.000000,-78.767617,-87.945385,9.177769,0.000000,12345,24-Oct-2025_09-34
2.462604,5210,OFDM,16,24.000000,-79.671351,-87.945385,8.274034,0.000000,12345,24-Oct-2025_09-34
2.462604,5210,OFDM,16,24.000000,-73.402470,-87.945385,14.542915,0.000000,12345,24-Oct-2025_09-34
2.462925,5210,OFDM,4,12.000000,-75.271548,-87.945385,12.673837,0.000000,12345,24-Oct-2025_09-34
2.462925,5210,OFDM,4,12.000000,-74.721927,-87.945385,13.223458,0.000000,12345,24-Oct-2025_09-34
2.462925,5210,OFDM,4,12.000000,-78.882344,-87.945385,9.063041,0.000000,12345,24-Oct-2025_09-34
2.462925,5210,OFDM,4,12.000000,-77.213979,-87.945385,10.731406,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-77.684085,-87.945385,10.261300,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-74.583535,-87.945385,13.361851,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-77.956561,-87.945385,9.988824,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-80.782268,-87.945385,7.163117,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-75.916472,-87.945385,12.028913,0.000000,12345,24-Oct-2025_09-34
2.462985,5210,OFDM,4,12.000000,-81.594036,-87.945385,6.351349,0.000000,12345,24-Oct-2025_09-34
2.463212,5210,VHT,16,117.000000,-71.725180,-82.018035,10.292856,0.000031,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-73.609506,-87.945385,14.335879,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-78.090440,-87.945385,9.854946,0.000000,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463872,5210,VHT,4,87.750000,-79.883921,-87.945385,8.061464,0.000001,12345,24-Oct-2025_09-34
2.463932,5210,OFDM,4,12.000000,-78.662170,-87.945385,9.283216,0.000000,12345,24-Oct-2025_09-34
2.463932,5210,OFDM,4,12.000000,-76.854496,-87.945385,11.090889,0.000000,12345,24-Oct-2025_09-34
2.463932,5210,OFDM,4,12.000000,-74.959379,-87.945385,12.986006,0.000000,12345,24-Oct-2025_09-34
2.463932,5210,OFDM,4,12.000000,-77.275767,-87.945385,10.669618,0.000000,12345,24-Oct-2025_09-34
2.463932,5210,OFDM,4,12.000000,-76.149180,-87.945385,11.796205,0.000000,12345,24-Oct-2025_09-34
2.464222,5210,VHT,16,117.000000,-75.714890,-87.945385,12.230495,0.000000,12345,24-Oct-2025_09-34
2.464222,5210,VHT,16,117.000000,-77.423205,-87.945385,10.522180,0.000021,12345,24-Oct-2025_09-34
2.464222,5210,VHT,16,117.000000,-78.014302,-87.945385,9.931084,0.000051,12345,24-Oct-2025_09-34
2.464222,5210,VHT,16,117.000000,-78.729039,-87.945385,9.216346,0.000080,12345,24-Oct-2025_09-34
2.464266,5210,OFDM,16,24.000000,-76.724025,-87.945385,11.221360,0.000000,12345,24-Oct-2025_09-34
2.464266,5210,OFDM,16,24.000000,-74.570468,-87.945385,13.374917,0.000000,12345,24-Oct-2025_09-34
2.464266,5210,OFDM,16,24.000000,-79.274052,-87.945385,8.671334,0.000000,12345,24-Oct-2025_09-34
2.466699,5210,OFDM,4,12.000000,-81.215286,-87.945385,6.730099,0.000000,12345,24-Oct-2025_09-34
2.467679,5210,VHT,16,175.500000,-72.027350,-87.945385,15.918035,0.000000,12345,24-Oct-2025_09-34
2.468375,5210,OFDM,4,12.000000,-81.019927,-87.945385,6.925458,0.000000,12345,24-Oct-2025_09-34
2.468375,5210,OFDM,4,12.000000,-80.694138,-87.945385,7.251248,0.000000,12345,24-Oct-2025_09-34
2.468584,5210,OFDM,4,12.000000,-77.407233,-87.945385,10.538152,0.000000,12345,24-Oct-2025_09-34
2.468584,5210,OFDM,4,12.000000,-79.591288,-87.945385,8.354098,0.000000,12345,24-Oct-2025_09-34
2.468964,5210,OFDM,4,12.000000,-81.037359,-87.945385,6.908027,0.000000,12345,24-Oct-2025_09-34
2.469659,5210,OFDM,4,12.000000,-79.602619,-87.945385,8.342766,0.000000,12345,24-Oct-2025_09-34
2.469913,5210,OFDM,4,12.000000,-81.254773,-87.945385,6.690613,0.000000,12345,24-Oct-2025_09-34
2.470142,5210,VHT,4,87.750000,-75.678030,-87.945385,12.267355,0.000000,12345,24-Oct-2025_09-34
2.470142,5210,VHT,4,87.750000,-80.329347,-87.945385,7.616038,0.000006,12345,24-Oct-2025_09-34
2.470152,5210,VHT,4,87.750000,-80.767750,-87.945385,7.177635,0.000018,12345,24-Oct-2025_09-34
2.470465,5210,VHT,4,87.750000,-71.580467,-87.945385,16.364918,0.000000,12345,24-Oct-2025_09-34
2.470492,5210,VHT,4,87.750000,-72.775066,-86.110684,13.335618,0.000000,12345,24-Oct-2025_09-34
2.470492,5210,VHT,4,87.750000,-79.790754,-87.945385,8.154631,0.000001,12345,24-Oct-2025_09-34
2.470771,5210,VHT,4,87.750000,-75.626661,-87.945385,12.318725,0.000000,12345,24-Oct-2025_09-34
2.470819,5210,OFDM,4,12.000000,-77.856859,-87.945385,10.088527,0.000000,12345,24-Oct-2025_09-34
2.470819,5210,OFDM,4,12.000000,-77.429819,-87.945385,10.515566,0.000000,12345,24-Oct-2025_09-34
2.470819,5210,OFDM,4,12.000000,-76.402093,-87.945385,11.543292,0.000000,12345,24-Oct-2025_09-34
2.470819,5210,OFDM,4,12.000000,-80.256229,-87.945385,7.689157,0.000000,12345,24-Oct-2025_09-34
2.470995,5210,VHT,4,87.750000,-80.440234,-87.945385,7.505151,0.000008,12345,24-Oct-2025_09-34
2.471043,5210,OFDM,4,12.000000,-78.419315,-87.945385,9.526070,0.000000,12345,24-Oct-2025_09-34
2.471043,5210,OFDM,4,12.000000,-77.477310,-87.945385,10.468075,0.000000,12345,24-Oct-2025_09-34
2.471043,5210,OFDM,4,12.000000,-81.451288,-87.945385,6.494097,0.000000,12345,24-Oct-2025_09-34
2.471124,5210,OFDM,4,12.000000,-78.881082,-82.130681,3.249599,0.000000,12345,24-Oct-2025_09-34
2.471232,5210,VHT,4,87.750000,-78.020728,-87.945385,9.924657,0.000000,12345,24-Oct-2025_09-34
2.471921,5210,VHT,4,87.750000,-76.205203,-87.945385,11.740182,0.000000,12345,24-Oct-2025_09-34
2.471921,5210,VHT,4,87.750000,-75.777191,-87.945385,12.168194,0.000000,12345,24-Oct-2025_09-34
2.471921,5210,VHT,4,87.750000,-78.187815,-86.237523,8.049708,0.000001,12345,24-Oct-2025_09-34
2.472473,5210,VHT,4,87.750000,-73.930370,-87.945385,14.015015,0.000000,12345,24-Oct-2025_09-34
2.472473,5210,VHT,4,87.750000,-73.373933,-87.945385,14.571452,0.000000,12345,24-Oct-2025_09-34
2.472473,5210,VHT,4,87.750000,-80.156900,-87.945385,7.788485,0.000003,12345,24-Oct-2025_09-34
2.472521,5210,OFDM,4,12.000000,-76.407013,-87.945385,11.538373,0.000000,12345,24-Oct-2025_09-34
2.472521,5210,OFDM,4,12.000000,-78.377504,-87.945385,9.567882,0.000000,12345,24-Oct-2025_09-34
2.472521,5210,OFDM,4,12.000000,-81.603621,-87.945385,6.341764,0.000000,12345,24-Oct-2025_09-34
2.472521,5210,OFDM,4,12.000000,-81.379118,-87.945385,6.566267,0.000000,12345,24-Oct-2025_09-34
2.473819,5210,VHT,4,87.750000,-77.872414,-87.945385,10.072971,0.000000,12345,24-Oct-2025_09-34
2.473819,5210,VHT,4,87.750000,-79.896731,-87.945385,8.048654,0.000001,12345,24-Oct-2025_09-34
2.473819,5210,VHT,4,87.750000,-78.542445,-87.945385,9.402941,0.000000,12345,24-Oct-2025_09-34
2.473819,5210,VHT,4,87.750000,-81.488047,-87.945385,6.457338,0.000066,12345,24-Oct-2025_09-34
2.473819,5210,VHT,4,87.750000,-78.289643,-87.945385,9.655742,0.000000,12345,24-Oct-2025_09-34
2.473867,5210,OFDM,4,12.000000,-75.876972,-87.945385,12.068413,0.000000,12345,24-Oct-2025_09-34
2.473867,5210,OFDM,4,12.000000,-79.395931,-87.945385,8.549454,0.000000,12345,24-Oct-2025_09-34
2.473867,5210,OFDM,4,12.000000,-77.924593,-87.945385,10.020792,0.000000,12345,24-Oct-2025_09-34
2.473867,5210,OFDM,4,12.000000,-76.214054,-87.945385,11.731331,0.000000,12345,24-Oct-2025_09-34
2.473867,5210,OFDM,4,12.000000,-80.163648,-87.945385,7.781737,0.000000,12345,24-Oct-2025_09-34
2.474152,5210,VHT,16,117.000000,-74.765885,-87.945385,13.179500,0.000000,12345,24-Oct-2025_09-34
2.474152,5210,VHT,16,117.000000,-74.765885,-87.945385,13.179500,0.000000,12345,24-Oct-2025_09-34
2.474152,5210,VHT,16,117.000000,-74.347555,-87.945385,13.597831,0.000000,12345,24-Oct-2025_09-34
2.474152,5210,VHT,16,117.000000,-74.347555,-87.945385,13.597831,0.000000,12345,24-Oct-2025_09-34
2.475595,5210,OFDM,4,12.000000,-78.908369,-87.945385,9.037016,0.000000,12345,24-Oct-2025_09-34
2.475888,5210,VHT,4,87.750000,-74.021998,-87.945385,13.923387,0.000000,12345,24-Oct-2025_09-34
2.475888,5210,VHT,4,87.750000,-78.650500,-87.945385,9.294886,0.000000,12345,24-Oct-2025_09-34
2.475888,5210,VHT,4,87.750000,-77.347295,-87.945385,10.598090,0.000000,12345,24-Oct-2025_09-34
2.476281,5210,OFDM,4,12.000000,-79.141394,-87.945385,8.803991,0.000000,12345,24-Oct-2025_09-34
2.476281,5210,OFDM,4,12.000000,-79.700360,-87.945385,8.245025,0.000000,12345,24-Oct-2025_09-34
2.476281,5210,OFDM,4,12.000000,-77.417079,-87.945385,10.528307,0.000000,12345,24-Oct-2025_09-34
2.476463,5210,OFDM,4,12.000000,-77.941314,-87.945385,10.004072,0.000000,12345,24-Oct-2025_09-34
2.476463,5210,OFDM,4,12.000000,-81.392755,-87.945385,6.552630,0.000000,12345,24-Oct-2025_09-34
2.476463,5210,OFDM,4,12.000000,-78.606819,-87.945385,9.338566,0.000000,12345,24-Oct-2025_09-34
2.476463,5210,OFDM,4,12.000000,-81.226858,-87.945385,6.718527,0.000000,12345,24-Oct-2025_09-34
2.476645,5210,OFDM,4,12.000000,-78.068521,-87.945385,9.876865,0.000000,12345,24-Oct-2025_09-34
2.476645,5210,OFDM,4,12.000000,-79.063050,-87.945385,8.882335,0.000000,12345,24-Oct-2025_09-34
2.476645,5210,OFDM,4,12.000000,-80.418668,-87.945385,7.526717,0.000000,12345,24-Oct-2025_09-34
2.476863,5210,OFDM,4,12.000000,-76.633740,-87.945385,11.311645,0.000000,12345,24-Oct-2025_09-34
2.476863,5210,OFDM,4,12.000000,-80.602807,-87.945385,7.342578,0.000000,12345,24-Oct-2025_09-34
2.477567,5210,OFDM,4,12.000000,-74.311126,-87.945385,13.634259,0.000000,12345,24-Oct-2025_09-34
2.477567,5210,OFDM,4,12.000000,-77.767235,-87.945385,10.178150,0.000000,12345,24-Oct-2025_09-34
2.477567,5210,OFDM,4,12.000000,-80.025109,-87.945385,7.920277,0.000000,12345,24-Oct-2025_09-34
2.479297,5210,OFDM,4,12.000000,-75.708729,-87.945385,12.236656,0.000000,12345,24-Oct-2025_09-34
2.479461,5210,OFDM,4,12.000000,-76.271043,-87.945385,11.674343,0.000000,12345,24-Oct-2025_09-34
2.479461,5210,OFDM,4,12.000000,-79.943761,-87.945385,8.001624,0.000000,12345,24-Oct-2025_09-34
2.479461,5210,OFDM,4,12.000000,-81.987296,-87.945385,5.958090,0.000000,12345,24-Oct-2025_09-34
2.479461,5210,OFDM,4,12.000000,-76.963506,-87.945385,10.981879,0.000000,12345,24-Oct-2025_09-34
2.480141,5210,VHT,4,87.750000,-75.269150,-87.945385,12.676236,0.000000,12345,24-Oct-2025_09-34
2.480141,5210,VHT,4,87.750000,-76.810602,-87.945385,11.134784,0.000000,12345,24-Oct-2025_09-34
2.480446,5210,VHT,4,87.750000,-71.754273,-87.945385,16.191112,0.000000,12345,24-Oct-2025_09-34
2.480446,5210,VHT,4,87.750000,-80.202381,-87.945385,7.743004,0.000004,12345,24-Oct-2025_09-34
2.480694,5210,VHT,4,87.750000,-79.115024,-87.945385,8.830361,0.000000,12345,24-Oct-2025_09-34
2.480694,5210,VHT,4,87.750000,-79.115024,-87.945385,8.830361,0.000000,12345,24-Oct-2025_09-34
2.480694,5210,VHT,4,87.750000,-78.913884,-87.945385,9.031501,0.000000,12345,24-Oct-2025_09-34
2.480694,5210,VHT,4,87.750000,-78.913884,-87.945385,9.031501,0.000000,12345,24-Oct-2025_09-34
2.480821,5210,VHT,16,117.000000,-79.539008,-87.945385,8.406378,0.000083,12345,24-Oct-2025_09-34
2.480821,5210,VHT,16,117.000000,-78.363761,-87.945385,9.581624,0.000069,12345,24-Oct-2025_09-34
2.480865,5210,OFDM,16,24.000000,-75.176224,-87.945385,12.769162,0.000000,12345,24-Oct-2025_09-34
2.480865,5210,OFDM,16,24.000000,-79.595728,-87.945385,8.349657,0.000000,12345,24-Oct-2025_09-34
2.480865,5210,OFDM,16,24.000000,-80.093580,-87.945385,7.851806,0.000000,12345,24-Oct-2025_09-34
2.481278,5210,VHT,4,87.750000,-76.698801,-87.945385,11.246584,0.000000,12345,24-Oct-2025_09-34
2.481278,5210,VHT,4,87.750000,-77.075934,-87.945385,10.869451,0.000000,12345,24-Oct-2025_09-34
2.481278,5210,VHT,4,87.750000,-79.767407,-87.945385,8.177978,0.000001,12345,24-Oct-2025_09-34
2.481278,5210,VHT,4,87.750000,-78.258869,-87.945385,9.686516,0.000000,12345,24-Oct-2025_09-34
2.481278,5210,VHT,4,87.750000,-79.353218,-87.945385,8.592168,0.000000,12345,24-Oct-2025_09-34
2.481326,5210,OFDM,4,12.000000,-81.661904,-87.945385,6.283482,0.000000,12345,24-Oct-2025_09-34
2.481326,5210,OFDM,4,12.000000,-73.246872,-87.945385,14.698513,0.000000,12345,24-Oct-2025_09-34
2.481326,5210,OFDM,4,12.000000,-77.958605,-87.945385,9.986780,0.000000,12345,24-Oct-2025_09-34
2.481326,5210,OFDM,4,12.000000,-75.756375,-87.945385,12.189010,0.000000,12345,24-Oct-2025_09-34
2.481326,5210,OFDM,4,12.000000,-80.062129,-87.945385,7.883257,0.000000,12345,24-Oct-2025_09-34
2.483782,5210,OFDM,16,24.000000,-78.169385,-87.945385,9.776000,0.000000,12345,24-Oct-2025_09-34
2.483830,5210,OFDM,16,24.000000,-75.409813,-87.945385,12.535573,0.000000,12345,24-Oct-2025_09-34
2.483921,5210,OFDM,16,24.000000,-79.676570,-87.945385,8.268815,0.000000,12345,24-Oct-2025_09-34
2.483921,5210,OFDM,16,24.000000,-77.490021,-87.945385,10.455364,0.000000,12345,24-Oct-2025_09-34
2.484041,5210,OFDM,16,24.000000,-76.026597,-87.945385,11.918788,0.000000,12345,24-Oct-2025_09-34
2.484041,5210,OFDM,16,24.000000,-76.688560,-87.945385,11.256825,0.000000,12345,24-Oct-2025_09-34
2.484041,5210,OFDM,16,24.000000,-80.553302,-87.945385,7.392083,0.000000,12345,24-Oct-2025_09-34
2.484041,5210,OFDM,16,24.000000,-77.376034,-87.945385,10.569352,0.000000,12345,24-Oct-2025_09-34
2.484041,5210,OFDM,16,24.000000,-78.555801,-87.945385,9.389584,0.000000,12345,24-Oct-2025_09-34
2.484089,5210,OFDM,16,24.000000,-75.718750,-87.945385,12.226635,0.000000,12345,24-Oct-2025_09-34
2.484089,5210,OFDM,16,24.000000,-74.974604,-87.945385,12.970781,0.000000,12345,24-Oct-2025_09-34
2.484089,5210,OFDM,16,24.000000,-77.300073,-87.945385,10.645312,0.000000,12345,24-Oct-2025_09-34
2.484089,5210,OFDM,16,24.000000,-76.793697,-87.945385,11.151689,0.000000,12345,24-Oct-2025_09-34
2.484089,5210,OFDM,16,24.000000,-75.266502,-87.945385,12.678883,0.000000,12345,24-Oct-2025_09-34
